Description	
Number of Runs	1000
Preset Time	1
Pause Time	0
Alarm Level	0
High Voltage	900
Step Voltage	0
Volume	0

Run	High		Elapsed
Number	Voltage	Counts	Time	Date/Time
409	900	0	1	02/03/23 03:02:10 PM	
410	900	0	1	02/03/23 03:02:11 PM	
411	900	0	1	02/03/23 03:02:12 PM	
412	900	1	1	02/03/23 03:02:13 PM	
413	900	1	1	02/03/23 03:02:14 PM	
414	900	1	1	02/03/23 03:02:15 PM	
415	900	0	1	02/03/23 03:02:17 PM	
416	900	0	1	02/03/23 03:02:18 PM	
417	900	1	1	02/03/23 03:02:19 PM	
418	900	2	1	02/03/23 03:02:20 PM	
419	900	0	1	02/03/23 03:02:21 PM	
420	900	0	1	02/03/23 03:02:22 PM	
421	900	0	1	02/03/23 03:02:23 PM	
422	900	0	1	02/03/23 03:02:24 PM	
423	900	0	1	02/03/23 03:02:25 PM	
424	900	0	1	02/03/23 03:02:27 PM	
425	900	0	1	02/03/23 03:02:28 PM	
426	900	2	1	02/03/23 03:02:29 PM	
427	900	1	1	02/03/23 03:02:30 PM	
428	900	1	1	02/03/23 03:02:31 PM	
429	900	1	1	02/03/23 03:02:32 PM	
430	900	0	1	02/03/23 03:02:33 PM	
431	900	1	1	02/03/23 03:02:34 PM	
432	900	1	1	02/03/23 03:02:35 PM	
433	900	0	1	02/03/23 03:02:36 PM	
434	900	2	1	02/03/23 03:02:38 PM	
435	900	0	1	02/03/23 03:02:39 PM	
436	900	2	1	02/03/23 03:02:40 PM	
437	900	0	1	02/03/23 03:02:41 PM	
438	900	0	1	02/03/23 03:02:42 PM	
439	900	0	1	02/03/23 03:02:43 PM	
440	900	0	1	02/03/23 03:02:44 PM	
441	900	1	1	02/03/23 03:02:46 PM	
442	900	0	1	02/03/23 03:02:47 PM	
443	900	1	1	02/03/23 03:02:48 PM	
444	900	0	1	02/03/23 03:02:49 PM	
445	900	0	1	02/03/23 03:02:50 PM	
446	900	1	1	02/03/23 03:02:51 PM	
447	900	0	1	02/03/23 03:02:52 PM	
448	900	1	1	02/03/23 03:02:53 PM	
449	900	0	1	02/03/23 03:02:55 PM	
450	900	0	1	02/03/23 03:02:56 PM	
451	900	2	1	02/03/23 03:02:57 PM	
452	900	0	1	02/03/23 03:02:58 PM	
453	900	1	1	02/03/23 03:02:59 PM	
454	900	0	1	02/03/23 03:03:00 PM	
455	900	0	1	02/03/23 03:03:01 PM	
456	900	0	1	02/03/23 03:03:02 PM	
457	900	0	1	02/03/23 03:03:04 PM	
458	900	0	1	02/03/23 03:03:05 PM	
459	900	0	1	02/03/23 03:03:06 PM	
460	900	1	1	02/03/23 03:03:07 PM	
461	900	0	1	02/03/23 03:03:08 PM	
462	900	1	1	02/03/23 03:03:09 PM	
463	900	0	1	02/03/23 03:03:10 PM	
464	900	1	1	02/03/23 03:03:11 PM	
465	900	0	1	02/03/23 03:03:13 PM	
466	900	1	1	02/03/23 03:03:14 PM	
467	900	0	1	02/03/23 03:03:15 PM	
468	900	2	1	02/03/23 03:03:16 PM	
469	900	0	1	02/03/23 03:03:17 PM	
470	900	2	1	02/03/23 03:03:18 PM	
471	900	1	1	02/03/23 03:03:19 PM	
472	900	0	1	02/03/23 03:03:20 PM	
473	900	0	1	02/03/23 03:03:21 PM	
474	900	2	1	02/03/23 03:03:23 PM	
475	900	0	1	02/03/23 03:03:24 PM	
476	900	0	1	02/03/23 03:03:25 PM	
477	900	0	1	02/03/23 03:03:26 PM	
478	900	2	1	02/03/23 03:03:27 PM	
479	900	0	1	02/03/23 03:03:28 PM	
480	900	1	1	02/03/23 03:03:29 PM	
481	900	0	1	02/03/23 03:03:30 PM	
482	900	0	1	02/03/23 03:03:31 PM	
483	900	0	1	02/03/23 03:03:33 PM	
484	900	0	1	02/03/23 03:03:34 PM	
485	900	0	1	02/03/23 03:03:35 PM	
486	900	0	1	02/03/23 03:03:36 PM	
487	900	0	1	02/03/23 03:03:37 PM	
488	900	0	1	02/03/23 03:03:38 PM	
489	900	1	1	02/03/23 03:03:39 PM	
490	900	1	1	02/03/23 03:03:40 PM	
491	900	1	1	02/03/23 03:03:42 PM	
492	900	1	1	02/03/23 03:03:43 PM	
493	900	0	1	02/03/23 03:03:44 PM	
494	900	1	1	02/03/23 03:03:45 PM	
495	900	1	1	02/03/23 03:03:46 PM	
496	900	0	1	02/03/23 03:03:47 PM	
497	900	0	1	02/03/23 03:03:48 PM	
498	900	0	1	02/03/23 03:03:50 PM	
499	900	0	1	02/03/23 03:03:51 PM	
500	900	1	1	02/03/23 03:03:52 PM	
501	900	0	1	02/03/23 03:03:53 PM	
502	900	2	1	02/03/23 03:03:54 PM	
503	900	4	1	02/03/23 03:03:55 PM	
504	900	1	1	02/03/23 03:03:56 PM	
505	900	0	1	02/03/23 03:03:57 PM	
506	900	0	1	02/03/23 03:03:59 PM	
507	900	1	1	02/03/23 03:04:00 PM	
508	900	0	1	02/03/23 03:04:01 PM	
509	900	1	1	02/03/23 03:04:02 PM	
510	900	0	1	02/03/23 03:04:03 PM	
511	900	0	1	02/03/23 03:04:04 PM	
512	900	1	1	02/03/23 03:04:05 PM	
513	900	0	1	02/03/23 03:04:06 PM	
514	900	0	1	02/03/23 03:04:07 PM	
515	900	0	1	02/03/23 03:04:08 PM	
516	900	0	1	02/03/23 03:04:10 PM	
517	900	0	1	02/03/23 03:04:11 PM	
518	900	0	1	02/03/23 03:04:12 PM	
519	900	0	1	02/03/23 03:04:13 PM	
520	900	0	1	02/03/23 03:04:14 PM	
521	900	0	1	02/03/23 03:04:15 PM	
522	900	0	1	02/03/23 03:04:16 PM	
523	900	0	1	02/03/23 03:04:17 PM	
524	900	0	1	02/03/23 03:04:19 PM	
525	900	0	1	02/03/23 03:04:20 PM	
526	900	0	1	02/03/23 03:04:21 PM	
527	900	0	1	02/03/23 03:04:22 PM	
528	900	0	1	02/03/23 03:04:23 PM	
529	900	0	1	02/03/23 03:04:24 PM	
530	900	0	1	02/03/23 03:04:25 PM	
531	900	0	1	02/03/23 03:04:26 PM	
532	900	1	1	02/03/23 03:04:28 PM	
533	900	0	1	02/03/23 03:04:29 PM	
534	900	1	1	02/03/23 03:04:30 PM	
535	900	1	1	02/03/23 03:04:31 PM	
536	900	0	1	02/03/23 03:04:32 PM	
537	900	0	1	02/03/23 03:04:33 PM	
538	900	0	1	02/03/23 03:04:34 PM	
539	900	0	1	02/03/23 03:04:35 PM	
540	900	0	1	02/03/23 03:04:37 PM	
541	900	1	1	02/03/23 03:04:38 PM	
542	900	0	1	02/03/23 03:04:39 PM	
543	900	1	1	02/03/23 03:04:40 PM	
544	900	1	1	02/03/23 03:04:41 PM	
545	900	0	1	02/03/23 03:04:42 PM	
546	900	2	1	02/03/23 03:04:43 PM	
547	900	1	1	02/03/23 03:04:44 PM	
548	900	0	1	02/03/23 03:04:46 PM	
549	900	0	1	02/03/23 03:04:47 PM	
550	900	0	1	02/03/23 03:04:48 PM	
551	900	0	1	02/03/23 03:04:49 PM	
552	900	0	1	02/03/23 03:04:50 PM	
553	900	1	1	02/03/23 03:04:51 PM	
554	900	0	1	02/03/23 03:04:52 PM	
555	900	1	1	02/03/23 03:04:53 PM	
556	900	0	1	02/03/23 03:04:55 PM	
557	900	0	1	02/03/23 03:04:56 PM	
558	900	1	1	02/03/23 03:04:57 PM	
559	900	0	1	02/03/23 03:04:58 PM	
560	900	1	1	02/03/23 03:04:59 PM	
561	900	0	1	02/03/23 03:05:00 PM	
562	900	0	1	02/03/23 03:05:01 PM	
563	900	0	1	02/03/23 03:05:02 PM	
