#Table1
modelMag_u,modelMag_g,modelMag_r
20.78051,18.3535,16.97512
19.45101,18.58167,18.26976
19.98786,18.93132,18.48556
21.70285,18.66956,17.54757
20.85478,18.53782,17.28856
21.31484,18.55141,17.09983
15.85108,18.98126,24.80202
20.67275,18.1347,16.73141
20.3333,18.24416,17.46118
19.45519,18.49646,18.23559
19.84039,18.86756,18.46838
18.98298,18.74257,18.65281
19.92771,18.92463,18.54911
20.00654,18.61806,18.03876
20.64373,18.08089,16.62697
19.31908,18.33701,18.02433
19.50698,18.10843,17.56956
21.18312,18.56832,17.26231
19.39263,18.31158,17.74299
19.80306,18.82236,18.4957
21.33966,18.61178,17.32232
19.06771,18.12247,17.77625
20.25777,18.13471,17.22994
20.89601,18.28628,16.84916
19.5762,18.16179,17.56709
20.27777,18.96735,18.47907
20.40818,18.07418,17.01686
21.52903,18.91776,17.54414
20.23227,18.56246,17.8789
19.1133,18.19786,17.91347
20.27835,18.94322,18.42511
20.08186,18.44458,17.83319
20.79348,18.38276,17.37694
22.04547,18.95634,17.517
20.29518,18.40074,17.68911
19.16462,18.19466,17.87833
20.06132,18.41166,17.77959
21.37634,18.98979,17.57647
21.12983,18.60644,17.58688
19.69606,18.49855,18.03385
19.3983,18.07965,17.50938
19.7623,18.90974,18.56707
20.06749,18.6711,18.05395
21.34279,18.70082,17.45711
21.46581,18.79392,17.4113
20.8751,18.38782,16.99973
20.48866,18.63823,17.90846
21.40436,18.90361,17.66504
20.73846,18.88688,18.14022
20.83436,18.28137,17.18733
21.39706,18.95088,17.6036
20.83493,18.92862,18.2142
21.0294,18.55974,17.38054
20.43491,18.80263,18.14503
22.01317,18.98414,17.68086
20.63284,18.51159,17.6517
20.87944,18.43586,17.14992
21.36515,18.92626,17.46104
21.35579,18.90899,17.49979
20.84279,18.31444,17.24372
21.24947,18.8396,17.61521
21.19136,18.67573,17.63233
21.13742,18.34979,17.18034
21.57113,18.92436,17.57399
21.05124,18.70203,17.53134
19.95337,18.09804,17.27081
20.68969,18.20053,17.01044
20.90178,18.43121,17.02034
20.44519,18.92696,18.39732
21.20029,18.85185,17.68341
21.34625,18.74578,17.26639
19.65348,18.55002,18.10922
20.51321,18.17081,16.77904
19.2478,18.27944,17.99227
18.6338,18.56397,18.36398
20.30004,18.08038,17.15211
20.38821,18.05545,17.07206
20.27727,18.97186,18.38492
21.02428,18.56201,17.11282
19.59721,18.13679,17.58562
20.19035,18.59348,18.00061
20.0405,18.833,18.46066
21.40019,18.69333,17.26404
20.05296,18.96387,18.53138
20.73314,18.31059,17.13264
20.18136,18.58605,17.85955
19.74949,18.85022,18.4983
20.55095,18.86136,18.15891
20.05724,18.44493,17.78133
19.33935,18.40175,18.12727
21.3926,18.6233,17.17896
20.55857,18.95583,18.38403
20.6346,18.0395,16.77389
19.40008,18.05145,17.52468
21.92722,18.99635,17.65652
20.48265,18.31357,17.46778
20.15336,18.52891,17.91878
20.73194,18.19411,16.75446
20.99135,18.87788,17.93762
19.99489,18.43455,17.7712
21.44372,18.76197,17.31234
20.53091,18.09605,16.64276
21.3646,18.82247,17.43727
20.65204,18.26675,16.96811
20.25745,18.11618,17.32366
19.92427,18.85872,18.53516
20.02794,18.42499,17.74268
19.80651,18.66503,18.29636
21.28911,18.82432,17.37843
19.84425,18.5085,17.9963
20.32678,18.71773,18.05263
20.79137,18.31916,16.95359
21.44778,18.55134,17.2782
21.53417,18.4818,17.08096
19.14563,18.24963,17.94581
19.94477,18.41354,17.81784
19.45119,18.14186,17.56891
19.83134,18.17624,17.49545
20.66213,18.05206,16.74302
20.17153,18.96108,18.47998
21.42313,18.78389,17.31182
20.9827,18.593,17.61419
20.87429,18.15066,16.84721
21.24692,18.46175,17.00003
21.18473,18.70156,17.44533
20.76339,18.39383,17.24248
20.92792,18.89731,18.0793
21.27446,18.74461,17.28811
20.2069,18.8199,18.31125
18.94659,18.78193,18.61644
19.42579,18.51823,18.28826
21.44847,18.92579,17.53815
20.26471,18.02258,17.03666
20.13412,18.6117,17.97692
20.30361,18.57794,17.86965
19.91026,18.69699,18.38013
19.62617,18.46751,18.02884
20.18802,18.59043,18.02669
19.53679,18.68516,18.38448
21.02262,18.68492,17.38787
19.64792,18.03441,17.39268
21.06948,18.38533,16.98844
19.94802,18.14873,17.34136
21.37489,18.88957,17.45613
20.74168,18.49729,17.49508
19.40567,18.33729,17.90574
20.70385,18.19997,17.06731
19.49998,18.19023,17.63866
21.26124,18.55961,17.17118
20.19856,18.07228,17.27231
21.08841,18.25501,16.78708
19.23182,18.26447,17.95067
19.83415,18.19385,17.49857
19.95212,18.15479,17.4283
20.21807,18.42239,17.73112
19.6777,18.43971,18.16123
19.77581,18.05031,17.38058
21.184,18.71061,17.49908
19.80747,18.38393,17.81041
20.82278,18.98829,18.23806
21.77447,18.96308,17.63939
20.53401,18.70555,17.9431
21.01535,18.82149,17.9849
19.10882,18.19714,17.96208
20.04595,18.09741,17.3823
20.686,18.9743,18.23659
21.25676,18.40567,16.94697
19.88029,18.43017,17.98971
21.12746,18.83302,17.76344
19.31011,18.23853,17.88903
19.62143,18.73038,18.5072
21.12758,18.47116,17.03556
20.96539,18.36906,17.03442
20.58652,18.53786,17.73046
21.11098,18.44716,17.00414
21.08237,18.35766,17.06142
20.64757,18.05128,16.76919
19.38455,18.20823,17.81263
19.58055,18.09694,17.54736
19.54918,18.58716,18.30043
20.12232,18.89406,18.32316
19.38368,18.31252,17.92935
19.86598,18.51356,17.89623
20.69848,18.50065,17.56046
20.23372,18.27709,17.49495
19.41718,18.06398,17.56005
21.27631,18.73229,17.63427
21.13615,18.51902,17.37091
19.51195,18.54106,18.22116
20.85573,18.34691,17.02022
21.18678,18.7273,17.65543
19.6469,18.40917,17.89266
19.51242,18.01266,17.42565
20.01328,18.9461,18.68784
19.31772,18.05307,17.48323
19.11342,18.92999,18.88684
20.58293,18.09033,16.80158
21.28694,18.80241,17.56893
21.10023,18.45755,17.08315
19.51251,18.49358,18.02354
20.87104,18.99049,18.17662
19.37413,18.17548,17.65777
20.99732,18.49376,17.13605
19.63182,18.24601,17.74471
20.71525,18.8489,18.07556
20.90096,18.10905,16.73082
21.14247,18.78704,17.78251
21.10402,18.54084,17.32338
19.56508,18.0871,17.51453
19.76357,18.84465,18.5058
19.81431,18.2906,17.69588
19.54297,18.51511,18.10126
19.89529,18.67239,18.35555
20.76433,18.41569,17.37915
20.81154,18.39883,17.17924
19.23766,18.26319,17.91829
20.04255,18.54986,17.93598
19.3974,18.35916,17.97638
19.45577,18.51283,18.14167
20.87676,18.28512,17.00162
20.70334,18.77772,18.17713
21.55534,18.88112,17.53914
20.26457,18.04791,16.95481
21.50137,18.47081,16.96022
20.44466,18.14719,17.12704
21.29156,18.41448,17.01346
20.68884,18.40597,17.40282
20.58281,18.77763,18.0877
19.80082,18.455,17.94663
18.86301,18.7827,18.90806
21.60237,18.98497,17.53037
19.53688,18.55337,18.10234
21.13357,18.65057,17.40722
18.39357,18.41478,18.32455
20.97051,18.37755,17.03464
19.6399,18.34907,17.88807
20.57523,18.02586,16.85921
20.84138,18.28337,17.00229
19.92619,18.62747,18.10169
21.87264,18.50206,16.78962
21.28486,18.531,17.07402
19.43749,18.42222,18.06125
20.39147,18.52824,17.72079
20.67924,18.10966,16.798
21.21139,18.97721,18.05077
19.08143,18.85298,18.69798
19.93074,18.74703,18.34634
20.32007,18.28387,17.49802
19.99618,18.6793,18.11956
20.9504,18.40933,17.29081
21.78931,18.89569,20.32577
20.48405,18.73677,18.04624
20.15163,18.02138,17.06833
19.54422,18.07855,17.49309
21.18964,18.55571,17.10438
19.82591,18.04384,17.36278
19.65407,18.77176,18.4668
19.7873,18.83488,18.45575
19.66681,18.65394,18.33209
19.03717,18.06425,17.74144
19.32819,18.38482,18.08597
19.40875,18.54937,18.21487
20.12864,18.41759,17.67774
20.62547,18.9809,18.35055
20.76045,18.50175,17.55293
20.7582,18.09785,16.66846
20.08302,18.94571,18.42266
21.31244,18.77986,17.36734
21.44218,18.75802,17.40429
21.3736,18.85813,17.34412
19.48501,18.11676,17.65002
20.11713,18.81225,18.32475
20.81824,18.337,17.00421
21.47471,18.8491,17.41515
20.50717,18.14049,17.13371
21.24533,18.62938,17.14772
21.73501,18.75636,17.44948
20.95106,18.62644,17.52796
19.38299,18.21707,17.71805
19.56404,18.34032,17.8574
19.27913,18.26579,17.94343
20.03056,18.68976,18.17982
20.678,18.1081,16.71209
19.89249,18.0686,17.36742
19.37899,18.39114,18.083
19.98254,18.40846,17.764
21.0412,18.47772,17.09363
21.44199,18.7843,17.38861
21.43693,18.94999,17.4268
20.10704,18.6504,18.02824
19.22438,18.33488,18.06384
19.68907,18.73673,18.35549
19.45198,18.45885,18.17452
21.25286,18.93295,17.95594
19.58529,18.05896,17.45628
21.0827,18.45286,17.31356
19.33104,18.1925,17.78181
20.60524,18.05037,16.92956
19.32936,18.02103,17.51958
21.21478,18.52426,17.10462
21.39554,18.99398,17.62253
19.43344,18.24062,17.79334
21.27663,18.83288,17.47019
20.0558,18.86971,18.41134
21.62014,18.99956,17.76673
20.728,18.35909,17.26184
19.77669,18.55883,18.08147
21.22963,18.43774,17.04436
19.57794,18.37523,17.97381
20.4035,18.35232,17.48411
21.11468,18.81694,17.81066
19.79045,18.24687,17.68794
20.56226,18.05244,16.74399
21.54715,18.72935,17.60865
21.35728,18.84818,17.58016
21.20398,18.84807,17.41043
19.26445,18.32649,17.98696
20.72714,18.22395,17.08406
21.25317,18.99476,17.65234
19.67089,18.51749,18.04112
21.22093,18.80882,17.60252
19.67434,18.64822,18.4852
21.98179,18.99994,17.70057
20.7847,18.21908,16.89185
19.77382,18.77634,18.50612
19.37215,18.31316,17.84895
21.09574,18.57084,17.15712
19.38912,18.47206,18.18865
20.82455,18.19649,16.78349
20.19949,18.65718,18.09781
20.26453,18.74639,18.09694
20.79193,18.5702,17.54354
21.44874,18.98942,18.01712
20.74147,18.30978,17.21777
20.18275,18.4879,17.81341
19.15094,18.28816,17.98168
19.54687,18.53238,18.15112
20.28745,18.13409,17.18166
21.19294,18.76811,17.41035
19.06425,18.04356,17.74475
19.77353,18.43404,17.94619
20.76833,18.95643,18.35676
20.24558,18.93429,18.39768
21.03134,18.34525,17.14551
20.11034,18.04916,17.31734
20.95607,18.45567,17.07442
20.87131,18.33503,16.89922
21.20761,18.25377,17.12023
21.76602,18.91279,17.52232
19.87694,18.63397,18.18573
19.78438,18.84131,18.58896
19.95934,18.30444,17.71806
19.3333,18.34976,18.02986
20.35802,18.22329,17.33089
21.54785,18.86076,17.36567
20.12861,18.18454,17.38565
19.43914,18.50106,18.18203
20.40927,18.79852,18.07311
19.42846,18.53576,18.18987
20.88909,18.13278,16.68964
21.13288,18.60588,17.45578
20.33165,18.2713,17.34296
19.84883,18.32692,17.73827
19.3341,18.23414,18.2364
20.28816,18.44321,17.72379
20.23378,18.70236,18.06734
21.19732,18.53481,17.13875
19.68952,18.66134,18.3357
19.84165,18.39524,17.72236
20.14272,18.49804,17.91488
20.62573,18.0655,16.81795
19.10698,18.16557,17.85874
20.81038,18.12164,16.73109
19.11446,18.09042,17.77305
21.1075,18.49213,17.06507
20.82066,18.39874,17.16544
20.72357,18.33242,16.94637
20.39165,18.84147,18.17391
21.59055,18.7992,17.34603
20.1088,18.90878,18.43593
21.19382,18.57211,17.08571
19.90794,18.00527,17.18574
19.76284,18.6813,18.57027
20.942,18.36615,17.09079
19.59555,18.43637,17.98285
21.38023,18.7526,17.36433
21.98872,18.93565,17.53652
21.34416,18.64364,17.18597
20.53576,18.22805,16.62566
20.76047,18.14964,16.87508
19.98266,18.65734,18.15971
20.16033,18.76518,18.17455
19.28063,18.76691,18.81333
21.06588,18.5561,17.17698
19.84126,18.68621,18.1848
19.6199,18.7363,18.47513
19.39321,18.3894,18.12749
21.39545,18.70731,17.55632
20.36718,18.41506,17.52932
19.22522,18.31818,18.02055
21.02038,18.52966,17.09188
20.65491,18.48796,17.41143
21.18682,18.71494,17.33618
20.70171,18.66828,17.86853
19.50758,18.57821,18.27772
20.83549,18.60138,17.6007
20.53538,18.22973,16.81008
21.3886,18.63915,17.1898
20.8276,18.60339,17.71527
19.74192,18.47572,17.96795
19.55402,18.20494,17.67383
20.78293,18.09206,16.70407
19.65572,18.68272,18.38928
20.82432,18.45505,17.07024
20.2792,18.83458,18.22298
19.7145,18.82183,18.5762
20.85491,18.81698,17.92506
20.70774,18.11681,16.77622
20.75244,18.28573,16.80243
20.95081,18.16255,16.81985
20.82182,18.41784,17.43636
20.56638,18.82145,18.19406
20.28259,18.31423,17.47682
20.98302,18.41804,17.18104
20.62921,18.0899,16.7049
19.27411,18.29285,17.98809
21.07825,18.64567,17.59443
20.98083,18.42841,17.13962
20.59409,18.10001,16.68967
21.33248,18.87639,17.48809
20.03455,18.85583,18.35491
19.40231,18.32409,17.90383
20.58937,18.53592,17.59198
19.43375,18.13454,17.70086
19.56631,18.12638,17.6124
21.40897,18.88226,17.73484
20.01457,18.95358,18.53774
19.97956,18.8807,18.38167
19.49798,18.1313,17.62348
21.7981,18.95157,17.67058
19.46926,18.1039,17.58183
20.39749,18.80123,18.20669
20.31059,18.41276,17.65469
19.46234,18.16603,17.64778
19.73573,18.63305,18.15689
21.44272,18.92244,17.8792
20.04802,18.21203,17.53119
21.01,18.99027,18.09575
20.77092,18.22732,16.83813
22.1756,18.8363,17.39648
19.55919,18.60688,18.20384
20.26627,18.66427,18.03285
20.0258,18.06139,17.28572
20.13817,18.43252,17.78996
19.65602,18.69017,19.89374
18.87163,18.02766,17.77799
20.78815,18.8396,18.07391
19.80375,18.17833,17.48491
19.74434,18.34074,17.78434
20.53749,18.6397,17.82946
19.83312,18.72095,18.29916
20.00364,18.71981,18.24238
19.04274,18.14705,17.88212
19.82639,18.06248,17.42213
19.77453,18.77243,18.41868
20.4986,18.79681,18.1649
19.83308,18.85832,18.81593
21.57485,18.9965,17.5182
19.59873,18.59934,18.18118
19.47564,18.45415,18.03742
21.65614,18.98761,17.5613
20.18706,18.51323,17.81792
20.66712,18.26894,16.86804
21.14246,18.5072,17.18604
24.63497,18.85798,17.36974
21.29727,18.66282,17.2575
20.06594,18.37528,17.62515
19.24063,18.19092,17.88928
21.26699,18.46992,17.05953
20.62645,18.14315,16.86391
21.24761,18.65001,17.1738
20.85848,18.23318,16.73595
21.31367,18.95428,18.11426
21.55362,18.97071,17.51434
19.58789,18.65681,18.43653
21.13427,18.54045,17.10217
21.30091,18.68867,17.45342
21.24042,18.80054,17.32455
20.53745,18.68957,17.94972
19.30093,18.40885,18.10976
19.72497,18.41265,17.89345
19.19902,18.28901,17.93075
19.79339,18.84653,18.51923
20.49282,18.21881,17.09114
20.03279,18.36075,17.68405
19.71962,18.83496,18.5302
21.07854,18.44222,17.03968
19.53921,18.18561,17.65713
20.12431,18.96406,18.48191
19.81123,18.57383,18.14599
19.57872,18.07722,17.49657
19.80269,18.78982,18.35776
20.04769,18.2902,17.59637
19.65321,18.18332,17.65462
20.25925,18.5853,17.94779
21.43409,18.84804,17.37858
21.27883,18.60073,17.17254
20.32901,18.61327,17.93407
20.65807,18.68756,17.95802
20.10992,18.81958,18.32349
20.40738,18.83025,18.15357
20.70264,18.72294,17.8409
21.60158,18.84588,17.40006
19.58696,18.01629,17.45551
20.07935,18.71028,18.15114
21.54929,18.87536,17.52991
19.96589,18.98898,18.55932
20.01198,18.69218,18.15095
20.82807,18.38892,17.10249
21.32796,18.54325,17.19146
20.07575,18.32701,17.61847
21.3033,18.7141,17.53893
20.60424,18.64493,17.75664
19.54449,18.20401,17.61266
20.82176,18.58662,17.53519
20.56344,18.42191,17.53118
19.98522,18.66185,18.14956
20.60473,18.1939,16.89874
20.78181,18.09215,16.59265
21.33192,18.95444,17.6784
19.87167,18.19177,17.52559
20.51699,18.20445,17.28214
21.17872,18.58182,17.18271
19.77499,18.85905,18.60289
20.45026,18.13595,17.09249
19.58406,18.56008,18.28082
20.71566,18.27966,17.24393
20.92529,18.40119,16.96153
20.74851,18.37649,17.09797
20.90957,18.09398,16.79637
19.42138,18.45639,18.10035
20.96592,18.38764,17.25467
21.38702,18.82448,17.4788
21.91579,18.92429,17.48583
20.50316,18.91389,18.37522
21.0325,18.18056,16.76017
20.19068,18.63529,17.99315
19.61316,18.13013,17.51183
19.83155,18.86563,18.37672
19.02519,18.04467,17.7368
20.25836,18.7808,18.15872
19.4478,18.51444,18.17316
20.2857,18.53438,17.83114
21.10915,18.51992,17.11185
19.81822,18.68615,18.16203
19.29707,18.68165,17.86385
20.36602,18.64601,17.97181
21.08913,18.62763,17.64931
20.54662,18.45311,17.44943
21.91863,18.9764,17.5617
19.87238,18.8568,18.55466
21.13895,18.56291,17.09632
20.02826,18.37635,17.61158
21.40784,18.71878,17.6836
21.83736,18.94502,17.50326
19.50429,18.3051,17.84603
20.89318,18.42591,17.13584
20.43806,18.81659,18.11296
21.35957,18.66417,17.25683
21.35347,18.73783,17.33379
20.92392,18.33212,17.25198
19.92614,18.61283,18.14518
19.60715,18.55461,18.20177
19.0225,18.09523,17.69897
19.6475,18.73507,18.38249
19.88352,18.63199,18.11996
21.03399,18.41604,17.12443
19.65781,18.09924,17.4943
21.18022,18.70834,17.30798
20.21318,18.02057,17.13257
19.90977,18.37482,17.7729
21.60171,18.91793,17.47761
19.29472,18.30062,17.91095
20.16744,18.87056,18.38679
19.85907,18.86196,18.52546
20.73829,18.43326,17.41302
19.53043,18.71972,18.39574
20.40777,18.74058,18.04672
21.01752,18.79093,17.76855
20.18728,18.40842,17.66127
19.8744,18.80735,18.42052
21.2735,18.89103,17.44143
19.56026,18.33084,17.84468
19.79573,18.13601,17.47931
20.40666,18.01664,16.67382
21.21118,18.56409,17.10924
21.47584,18.82932,17.51959
19.22425,18.07029,17.61161
21.63649,18.94908,17.40253
19.65908,18.63076,18.28959
21.14748,18.42944,16.97611
21.51281,18.92798,17.75559
19.98951,18.35134,17.53766
19.59898,18.53846,18.01433
19.35104,18.2129,17.74982
21.15171,18.34946,16.89474
20.60966,18.05643,16.61606
21.60924,18.74419,17.2897
21.14351,18.85271,17.8011
19.38664,18.1937,17.7487
20.71219,18.15335,16.69115
21.59932,18.92141,17.48466
21.21684,18.72135,17.43668
18.44303,18.3873,18.22416
20.24718,18.0457,17.06884
20.46633,18.27699,17.24452
21.32747,18.9151,17.84468
19.47923,18.61674,18.23238
20.00212,18.38731,17.77212
19.12623,18.09192,17.72004
21.34779,18.81208,17.72564
21.25958,18.67416,17.26455
19.1338,18.02964,17.60384
20.6812,18.05469,16.68274
20.59096,18.21295,16.83584
21.35492,18.68773,17.18002
19.07491,18.71737,18.75069
20.95437,18.75249,17.87957
21.23952,18.98894,17.86306
19.92403,18.69255,18.62418
20.82483,18.22488,17.20719
20.44173,18.33323,17.44133
20.95133,18.3774,17.13342
19.10257,18.06293,17.72336
21.652,18.47742,17.0475
21.00064,18.28037,16.96152
20.21424,18.69455,18.08369
21.24842,18.9184,17.74354
20.77592,18.15695,16.76587
21.07094,18.77089,17.22862
20.36091,18.02826,17.04567
20.97898,18.24118,16.79895
20.41606,18.59742,17.83534
20.26012,18.79118,18.21827
19.52547,18.38048,17.96503
21.72828,18.81183,17.44584
19.69855,18.0594,17.39289
21.09168,18.68746,17.49387
19.31409,18.07219,17.57194
19.71548,18.51766,18.11744
20.82487,18.3068,17.03152
21.68393,18.90243,17.44547
19.38787,18.23143,17.77392
20.87354,18.39248,16.92814
21.11638,18.6567,17.22096
20.43616,18.63505,17.89075
19.75981,18.71303,18.3979
20.19334,18.35631,17.59067
19.62532,18.41422,17.93332
20.12386,18.47981,17.84305
20.85954,18.93555,18.22343
20.65492,18.9958,18.57175
19.70283,18.65227,18.24986
20.71861,18.57849,17.60726
21.31086,18.79928,17.79396
21.35929,18.91273,17.56247
20.21772,18.69401,18.1127
19.72008,18.65672,18.25094
19.96457,18.44282,17.76476
20.32577,18.74348,18.16455
20.43566,18.45442,17.65742
20.96169,18.44303,17.00504
19.39777,18.8677,18.72441
19.4417,18.14046,17.66748
20.69108,18.06143,16.59216
20.60328,18.99436,18.37161
19.97176,18.93597,18.64799
20.56018,18.64158,17.89924
20.96201,18.73965,17.89779
20.61893,18.5251,17.72729
21.06194,18.67468,17.20286
21.4356,18.7425,17.39808
20.98814,18.57353,17.6015
19.54918,18.51461,18.06405
21.52856,18.69338,17.50693
20.1008,18.80492,18.33153
19.16982,18.09977,17.66852
21.13125,18.32949,17.04373
21.14231,18.6201,17.2463
20.60952,18.06837,16.63683
20.92628,18.71023,17.8061
20.84872,18.54139,17.52565
21.54936,18.90045,17.47496
20.74842,18.19531,16.76736
20.03082,18.71399,18.19704
20.8259,18.25276,17.09778
20.88851,18.40053,17.00413
19.57494,18.66176,18.325
21.1829,18.81665,17.76749
20.03733,18.34314,17.67089
20.83393,18.65286,17.65783
19.84898,18.84202,18.36253
20.69019,18.38246,17.35334
20.64496,18.09125,16.59266
20.87641,18.89137,17.98881
20.6814,18.83579,18.01275
19.44072,18.08661,17.59617
20.89633,18.16721,16.8269
20.73094,18.04723,16.79768
21.21611,18.98467,17.97287
21.16277,18.74437,17.56728
20.81826,18.89126,18.14176
20.74377,18.11124,16.71394
20.63912,18.60139,17.69884
20.95362,18.30907,16.85779
20.75437,18.20777,16.86992
21.48294,18.85915,17.41323
19.08582,18.10292,17.81975
20.4616,18.08382,16.70145
19.55918,18.05292,17.49361
20.76717,18.48444,17.23771
19.51975,18.15682,17.60532
21.57222,18.81118,17.58627
21.03298,18.47243,17.14203
19.77397,18.26316,17.63557
20.136,18.13159,17.29512
20.3967,18.45094,17.65662
21.16273,18.62614,17.26267
20.29262,18.35885,17.56981
20.18904,18.44818,17.74401
21.09946,18.83788,17.86629
19.60373,18.72109,18.4229
21.74515,18.86227,17.43406
20.16345,18.46739,17.8172
19.87924,18.42866,17.82275
20.8756,18.92867,18.17543
19.3848,18.13664,17.5701
20.3812,18.70715,17.97276
20.8157,18.53589,17.52321
19.29546,18.22255,17.77717
20.37497,18.37249,17.53544
20.3909,18.49516,17.66864
19.08595,18.03259,17.66422
20.37516,18.4464,17.66171
21.00239,18.274,16.93946
19.20822,18.14962,17.63595
20.99251,18.44503,17.19632
21.42707,18.91864,17.88775
19.36551,18.43586,18.03251
19.64814,18.652,18.34391
21.17347,18.81641,17.46805
19.58417,18.47188,18.03397
20.71646,18.55212,17.65602
20.81506,18.24858,17.04138
20.83292,18.63566,17.7455
19.21311,18.64975,14.72746
21.19672,18.59629,17.06297
21.15001,18.64153,17.44969
21.02019,18.9429,17.88774
20.99228,18.5534,17.09203
19.94771,18.05235,17.29115
20.94698,18.57893,17.58229
21.33073,18.54533,17.12934
19.76738,18.49795,17.94247
20.04677,18.78301,18.29867
20.89009,18.46596,17.2458
19.71486,18.72731,18.30318
19.27398,18.31796,18.03358
20.19304,18.99965,18.53562
20.13231,18.35474,17.57047
21.30575,18.67009,17.3764
19.32117,18.05081,17.50935
19.11621,18.10204,17.80111
20.80165,18.20943,17.09468
20.88387,18.1101,16.68977
21.15434,18.53402,17.17397
21.16397,18.73787,17.43075
20.85946,18.45377,17.44116
19.52055,18.22189,17.6922
21.82548,18.89187,17.48816
20.91033,18.41177,17.06565
20.91294,18.39419,17.33281
18.96354,18.0755,17.79549
20.10785,18.96516,18.46144
20.1359,18.4861,17.84543
19.31893,18.09804,17.66264
19.81808,18.7076,18.23205
19.46576,18.57438,18.20073
21.57777,18.69015,17.24035
20.86111,18.35276,16.95217
19.14056,18.01598,17.54576
19.91025,18.49295,17.91308
20.26195,18.85119,18.23699
20.93573,18.63929,17.59028
21.78467,18.99643,17.51464
21.06833,18.98958,18.01232
21.53227,18.82399,17.54779
21.62486,18.96632,17.55786
19.69305,18.53376,18.08464
20.59347,18.38218,17.41479
18.70264,18.62844,18.56093
19.705,18.46952,18.01472
19.29618,18.3855,18.05552
21.24303,18.73281,17.36786
20.31684,18.928,18.39504
19.19397,18.16232,17.84172
20.92581,18.67014,17.68622
19.36897,18.24071,17.86176
20.73292,18.27486,17.134
20.28137,18.07398,17.17515
19.35986,18.44209,18.14859
20.69874,18.15212,17.1399
19.39332,18.2768,17.90026
21.07813,18.39458,16.93343
21.28011,18.6246,17.25293
20.69995,18.15022,16.75964
19.57885,18.4698,17.98837
19.54986,18.48068,18.14173
21.44907,18.87525,17.47908
21.00287,18.11658,16.73316
19.32812,18.0209,17.51483
19.37775,18.4547,18.16932
19.05621,18.83347,18.69696
21.54005,18.99453,17.57905
20.51784,18.17447,16.92331
19.80325,18.81775,18.46207
21.80217,18.99938,17.59645
21.37774,18.63689,17.28765
20.22366,18.3859,17.58096
19.84674,18.60923,18.22931
21.34451,18.58207,17.26509
21.34813,18.81156,17.38356
20.66189,18.1047,16.73028
20.66837,18.80476,17.96128
20.13987,18.05181,17.17877
21.33995,18.93239,17.86261
19.75336,18.2198,17.643
21.31855,18.79793,17.44469
20.44026,18.52364,17.66556
19.94292,18.98262,18.62481
21.32414,18.49051,17.1088
21.23203,18.52455,17.27871
20.06484,18.66923,18.06348
19.81944,18.68579,18.2599
21.24578,18.72811,17.39925
21.14274,18.7613,17.81349
21.55182,18.82699,17.49079
18.27897,18.14385,18.28186
20.64786,18.19947,16.87021
20.78906,18.31682,17.11624
19.37384,18.05421,17.60051
19.4136,18.01636,17.50627
21.25414,18.77841,17.27359
20.34306,18.02212,16.64168
19.54387,18.11728,17.5571
19.65742,18.21273,17.6505
21.09323,18.88227,18.00861
19.41643,18.06302,17.59075
21.18628,18.6207,17.14222
20.61824,18.07804,16.59974
20.48516,18.55368,17.72783
19.84022,18.58196,18.07262
19.62013,18.8204,18.51511
21.40296,18.6805,17.19817
20.3682,18.50329,17.75056
18.08254,18.02811,17.83303
20.97878,18.24619,16.92227
19.56794,18.43563,18.01684
19.69038,18.53633,18.10653
20.72012,18.75671,17.96646
19.79282,18.77866,18.5142
21.51996,18.84564,17.47682
21.35755,18.97467,17.75565
20.11442,18.1116,17.26918
21.44732,18.66342,17.26752
20.37581,18.50558,17.79441
19.31052,18.25416,17.81759
20.72365,18.06548,16.66857
20.59064,18.68169,17.86712
19.57184,18.65826,18.36289
19.89702,18.81542,18.35259
20.64703,18.44285,17.48494
21.41462,18.55718,17.12197
21.05643,18.76581,17.74064
19.44063,18.35731,17.92571
19.82373,18.32582,17.75529
21.23139,18.78859,17.6565
19.97663,18.04115,17.29896
21.30711,18.99982,17.67822
19.0658,18.86273,19.18431
20.69744,18.34221,17.30649
20.47333,18.30095,17.37008
21.38554,18.74652,17.37068
20.03392,18.47715,17.88165
20.70915,18.21843,16.90401
21.02505,18.47959,17.1587
19.03191,18.57165,17.92073
21.35382,18.91945,17.47236
21.00149,18.38803,16.95564
19.63931,18.45492,18.02982
19.74322,18.79795,18.59142
20.44904,18.34259,17.45167
19.78319,18.92869,18.6908
19.64671,18.62197,18.24809
19.54381,18.54933,18.26022
20.24692,18.9423,18.43186
20.01039,18.25328,17.54235
19.61814,18.62786,18.27569
20.2797,18.08595,17.1735
19.16578,18.22528,17.87956
19.3635,18.26611,17.84598
20.36405,18.87534,18.37261
21.05242,18.60675,17.2673
20.14641,18.14417,17.3478
20.53859,18.62888,17.84206
21.26732,18.50921,17.42624
21.28139,18.74922,17.37427
20.17476,18.96438,18.36901
19.93482,18.59074,18.11021
20.8634,18.29704,17.00504
21.03472,18.5326,17.12099
19.75429,18.574,18.11691
20.1205,18.70875,18.12654
20.86189,18.26471,16.86941
20.59739,18.0969,16.63329
21.01697,18.71398,17.5465
19.99174,18.04487,17.28731
19.92283,18.73461,18.26501
21.05865,18.27654,16.85414
20.91674,18.9047,18.01111
19.82804,18.78262,18.31712
20.52239,18.4077,17.59084
20.77177,18.68485,17.87822
