#Table1
modelMag_u,modelMag_g,modelMag_r
21.16796,18.57974,17.1909
20.47939,18.4317,17.56863
19.41626,18.53107,18.21613
19.90812,18.13712,17.40817
19.85213,18.64362,18.17803
19.81226,18.4192,17.90439
19.93514,18.64553,18.17543
20.57534,18.68663,17.86768
21.544,18.80563,17.45779
19.89946,18.24408,17.57727
21.12289,18.4956,17.27308
20.9037,18.33277,17.07601
21.56564,18.82717,17.43301
21.05236,18.53162,17.12411
20.64784,18.30261,17.19998
20.7586,18.08202,16.72616
20.38942,18.36524,17.51542
19.02512,18.08652,17.81649
19.65309,18.1769,17.633
21.29274,18.92465,17.53242
18.67874,18.50954,18.54619
20.00681,18.52114,17.9348
20.50111,18.91057,18.28878
19.76022,18.83261,18.44614
20.36592,18.35372,17.41493
19.03208,18.71328,18.55601
18.82936,18.6825,18.70325
20.95944,18.51308,17.13059
20.74236,18.10677,16.68147
20.79558,18.29468,16.87017
19.86148,18.89469,18.54461
21.04065,18.6016,17.37827
21.47653,18.88573,17.70606
19.4402,18.10166,17.55367
20.27972,18.85113,18.25187
19.67441,18.70446,18.41864
19.84589,18.68569,18.2388
20.98649,18.53508,17.03054
19.79837,18.60601,18.14209
21.30285,18.70018,17.32215
20.60579,18.78492,18.06648
21.09548,18.72472,17.26944
19.89668,18.62586,18.20449
18.99829,18.11948,17.74349
21.02143,18.51872,17.1267
20.50435,18.95776,18.32263
19.28041,18.3315,18.00533
21.51089,18.90247,17.46454
20.72149,18.45085,17.30142
21.29469,18.48373,17.04164
20.0106,18.72189,18.16647
19.39808,18.03605,17.47208
19.9721,18.92655,18.73883
20.72489,18.29246,17.29526
21.67426,18.82775,17.38109
20.31569,18.80851,18.21939
19.78298,18.00176,17.31348
21.14362,18.46666,17.05362
20.63782,18.24182,17.19757
20.24857,18.56437,17.82684
21.38661,18.84135,17.37696
21.36495,18.88056,17.5886
19.74919,18.36052,17.86227
20.05188,18.52986,17.94262
20.93082,18.50723,17.41325
20.02826,18.26886,17.60331
20.84693,18.15508,16.74413
19.40681,18.22634,17.73162
19.35004,18.0641,17.59134
21.48419,18.6121,17.44601
19.30596,18.21793,17.82673
20.03105,18.68658,18.18141
21.01763,18.36639,16.99344
21.45015,18.76788,17.58431
19.64693,18.23639,17.67733
20.35114,18.87783,18.29372
20.0603,18.74804,18.20672
20.30092,18.58521,17.91454
20.62596,18.15417,16.74944
19.72717,18.60372,18.27675
20.61696,18.76154,18.05723
19.40935,18.56982,18.26679
19.18125,18.19251,17.85489
19.52479,18.43891,18.05755
21.13125,18.41262,16.95527
20.43556,18.50644,17.69368
19.86526,18.94963,18.58924
20.16962,18.10485,17.21037
19.65578,18.71985,18.41826
19.76602,18.69702,18.23125
21.32542,18.58698,17.14927
21.23696,18.52121,17.05292
20.19884,18.98095,18.5222
20.97057,18.57274,17.27095
20.53238,18.64836,17.91906
19.0845,18.11405,17.74011
19.42494,18.21985,17.78613
18.97564,18.1119,17.83523
20.50587,18.04715,16.70218
20.68916,18.98443,18.33077
20.14325,18.98116,18.48709
19.82756,18.3037,17.74914
20.29524,18.55007,17.88192
20.3614,18.47467,17.59256
20.62222,18.69548,17.74504
21.49927,18.6779,17.1941
21.60769,18.97807,17.63777
20.12058,18.19043,17.3589
20.7515,18.08881,16.72144
21.49294,18.84204,17.38777
21.42785,18.85506,17.48182
20.20522,18.24088,17.38933
21.30005,18.42138,16.99128
20.12854,18.46323,17.79164
21.00174,18.64649,17.63099
19.64278,18.53636,18.18539
19.6005,18.75874,18.44323
20.54449,18.07418,16.89969
20.12259,18.40028,17.66816
18.8758,18.655,18.52217
20.88127,18.4818,17.45955
19.77876,18.27709,17.65002
20.6527,18.01357,16.59968
20.83029,18.18234,16.80354
19.84624,18.87395,18.57582
19.92474,18.97211,18.56905
20.55675,18.71103,18.00056
19.08183,18.16558,17.81048
19.9682,18.52263,17.93216
20.9463,18.7997,17.92284
19.81599,18.46169,17.93781
20.93841,18.30614,16.94357
21.11303,18.99308,18.08732
20.19488,18.73962,18.15551
20.83409,18.27629,16.89099
19.31281,18.18685,17.83124
20.20029,18.13918,17.30676
20.36653,18.63948,17.90676
21.35287,18.71001,17.60276
21.66042,18.86124,17.41316
19.69876,18.56376,18.13357
21.7467,18.71209,17.57499
18.72915,18.78825,19.16274
20.24553,18.1313,17.18135
20.1518,18.77606,18.20837
20.08714,18.85844,18.35982
20.47256,18.07714,16.90764
20.08963,18.86966,18.43227
20.66336,18.18755,17.22974
21.01149,18.49156,17.23347
21.28347,18.39078,16.97032
19.12066,18.26049,17.94666
20.75343,18.88917,18.12847
20.85813,18.32248,17.06624
21.02114,18.22736,16.86229
21.36519,18.62927,17.15308
20.5202,18.97686,18.41671
19.33385,18.29717,18.1333
21.4666,18.91823,17.56086
21.20352,18.7457,17.3336
20.66069,18.04587,16.60043
20.52458,18.72227,17.99922
19.59872,18.71961,18.45268
19.20785,18.15126,17.78838
20.792,18.4336,16.97184
20.48388,18.39681,17.5941
19.756,18.21754,17.6398
21.42219,18.87728,17.38288
19.50015,18.61249,18.28421
20.77494,18.168,16.68437
21.58053,18.93915,17.5016
20.62034,18.1229,17.05242
21.95641,18.89876,17.80814
19.53989,18.23732,17.70731
20.86128,18.83966,17.95576
21.3843,18.79718,17.43107
19.95407,18.39703,17.72884
21.01501,18.58332,17.61659
19.21966,18.08517,17.63816
20.84661,18.60906,17.59609
19.562,18.48257,18.14787
19.56947,18.63005,18.31932
21.4777,18.9676,17.56725
19.09612,18.12233,17.74697
21.22084,18.77885,17.36256
20.29518,18.49711,17.42255
19.50652,18.58032,18.22321
20.71847,18.10946,16.99885
20.62345,18.76223,18.04498
19.99026,18.35273,17.66866
19.79487,18.6737,18.25365
19.22165,18.2083,17.9205
21.12207,18.50766,17.39974
21.10509,18.57986,17.17374
19.74783,18.03165,17.34503
20.30858,18.56891,17.81462
20.85124,18.29005,17.03825
21.46164,18.84927,17.41477
21.36538,18.50465,17.12108
20.75924,18.09703,16.72918
20.95243,18.78957,17.81939
19.55702,18.31332,17.83162
19.85211,18.33202,17.72239
20.7557,18.04899,16.5529
20.50537,18.72973,17.93925
21.13205,18.869,17.98587
19.94301,18.21103,17.46652
20.60823,18.06751,16.7203
21.34325,18.70517,17.25131
20.90897,18.2855,16.82938
20.22618,18.87248,18.27644
20.91703,18.30736,17.0044
21.17826,18.71148,17.25118
19.91745,18.80956,18.3645
19.82889,18.37078,17.77689
20.96329,18.93401,18.12773
19.1436,18.17965,17.81096
20.0187,18.60424,18.02813
21.28413,18.77628,17.46357
19.83756,18.61196,18.10679
19.19412,18.07071,17.68366
20.87016,18.62927,17.63617
19.72983,18.28381,17.73899
19.87312,18.41762,17.78416
20.02589,18.97644,18.58417
21.32325,18.94023,17.68947
20.1158,18.84321,18.32607
20.30814,18.11158,17.19717
21.27917,18.83584,17.57582
21.16009,18.79346,17.41281
21.07946,18.63041,17.22854
20.17734,18.50288,17.76516
19.80474,18.22341,17.60469
20.13228,18.30626,17.49745
19.68724,18.27182,17.69267
19.92281,18.90714,18.4885
21.07618,18.61118,17.14376
21.21993,18.41955,16.94588
19.17865,18.22222,18.02373
21.51753,18.95016,17.62011
19.40244,18.06225,17.52711
19.58355,18.61285,18.20315
20.1733,18.83846,18.30473
19.85105,18.74766,18.22641
18.18197,18.09734,18.17555
21.04862,18.31601,16.95047
21.55389,18.87125,17.63424
20.41402,18.48585,17.63569
20.40639,18.12044,16.9788
20.87901,18.5281,17.54516
21.1774,18.94378,18.04328
21.38608,18.77349,17.34809
20.98906,18.2617,17.01536
19.89964,18.35909,17.7527
21.32802,18.66423,17.24106
21.14458,18.36916,16.9852
20.19711,18.6997,18.12902
19.57957,18.53357,18.10318
20.5026,18.7664,17.97777
20.96754,18.41958,16.98751
20.03425,18.29629,17.60588
19.96247,18.33608,17.71742
20.10158,18.59546,17.96962
21.1568,18.54233,17.1761
19.86699,18.74079,18.33319
18.68759,18.51581,18.21728
20.70467,18.05487,16.75017
21.65794,18.85196,17.43421
20.47406,18.84432,18.2154
20.57489,18.12407,16.8971
21.336,18.76201,17.31459
20.96954,18.82848,17.91406
21.38675,18.70679,17.56347
21.26159,18.84275,17.44363
19.9211,18.8144,18.41209
20.88721,18.30462,17.12045
19.44026,18.40282,18.07659
20.06842,18.49856,17.85372
19.26667,18.15164,17.75302
19.51014,18.21712,17.69661
19.28308,18.17467,18.42756
21.47836,18.86625,17.50091
20.46367,18.41091,17.55908
20.776,18.24424,16.90292
21.10719,18.68992,17.63662
19.88035,18.80765,18.80262
21.1997,18.74247,17.39119
19.08828,18.14943,17.85169
21.01362,18.27909,16.90911
20.06239,18.41889,17.85622
19.26023,18.00415,17.57611
20.73013,18.01881,16.7027
20.739,18.7622,17.91129
21.42029,18.72232,17.29197
20.13696,18.48347,17.82701
19.84301,18.95144,18.71809
19.73824,18.67538,18.18437
20.12875,18.48652,17.79706
19.26564,18.0652,17.62881
21.49152,18.72805,17.29531
21.43391,18.90341,17.66776
18.8887,18.86751,19.26576
21.27911,18.7533,17.53577
21.52952,18.7994,17.36605
20.41314,18.92978,18.31156
20.43666,18.19571,17.06756
19.7037,18.81892,18.37912
20.01035,18.7508,18.27852
20.35067,18.62046,17.95192
20.13958,18.94737,18.43483
21.67131,18.95652,17.80278
20.06243,18.50052,17.87859
19.43217,18.24076,17.81795
21.29096,18.6198,17.21589
19.56645,18.19954,17.67275
19.52435,18.40466,17.97761
20.99339,18.86572,18.00634
19.45862,18.52156,18.2061
20.38329,18.64665,17.97383
21.12394,18.33427,17.01017
20.25998,18.36147,17.57387
19.5782,18.70891,18.45636
19.38747,18.36419,17.93791
20.18789,18.59643,17.97305
18.90995,18.03691,17.76682
19.96639,18.95967,18.53092
19.47633,18.13338,17.61095
21.40554,18.79469,17.35389
20.82406,18.22784,16.88033
20.64307,18.92483,18.26726
19.92616,18.89582,18.43253
21.51199,18.89874,17.44631
20.28978,18.1656,17.27233
19.5687,18.36497,17.94292
20.30757,18.7534,18.14472
19.87888,18.06945,17.38662
21.25554,18.81461,17.54771
20.90995,18.3864,16.94595
19.37162,18.05595,17.65281
21.0231,18.42102,16.98477
21.56425,18.85962,17.54177
18.89068,18.92201,18.89437
21.03716,18.63869,17.50841
20.22448,18.86089,18.21974
19.59353,18.2667,17.69501
19.43964,18.43643,18.3137
20.52842,18.55972,17.74083
20.921,18.81768,17.88768
20.15941,18.83648,18.34751
19.65036,18.18111,17.59697
21.14741,18.66,17.13074
20.39229,18.86449,18.22102
19.16216,18.33263,18.0684
20.09055,18.75276,18.20008
20.46712,18.68242,17.98648
19.22729,18.90496,19.17041
20.69214,18.02574,16.73
20.90319,18.43804,17.00213
20.56767,18.76923,18.09889
19.79789,18.75337,18.35077
21.76699,18.9367,17.46425
24.633,18.81365,17.31326
20.89248,18.35407,17.16681
20.95665,18.43666,17.0673
19.54568,18.59294,18.30036
19.86107,18.46952,17.90051
19.71426,18.77859,18.47575
21.21236,18.95677,18.00072
20.79751,18.37815,17.38167
20.51865,18.67969,17.88827
19.75105,18.74122,18.30238
19.68704,18.12857,17.47944
21.22461,18.97103,17.59678
20.0223,18.60277,18.13702
19.6615,18.30299,17.72145
20.90212,18.49954,17.32116
20.46617,18.8338,18.10749
20.62008,18.18426,16.82027
19.35382,18.43093,18.10506
21.37967,18.99323,17.8062
19.15435,18.16491,17.8556
19.79632,18.66027,18.20358
20.761,18.08572,16.67678
20.452,18.41759,17.56847
19.42834,18.21891,17.74988
21.00381,18.5326,17.24803
19.50514,18.48879,18.01207
19.80243,18.96284,18.62279
19.36152,18.43534,18.08858
19.4701,18.41909,18.00522
20.68096,18.72328,17.69689
19.81442,18.81673,18.49606
21.41632,18.86327,17.4077
20.88239,18.65812,17.46578
20.53733,18.12704,16.86591
21.33921,18.68087,17.73765
19.78638,18.07003,17.45449
20.68468,18.22009,16.7954
20.57674,18.85611,18.14985
19.26924,18.05561,17.54607
20.30532,18.75867,18.00715
21.39382,18.95812,17.60139
20.68452,18.75163,17.93024
21.11715,18.38646,17.00198
19.44001,18.01931,17.41686
20.94885,18.574,17.23371
20.24599,18.50562,17.83384
20.37618,18.7281,18.0821
21.28263,18.86671,17.55129
20.05284,18.16423,17.20119
19.76723,18.39801,17.88059
20.39763,18.05847,16.93246
19.24249,18.32174,17.93137
20.9793,18.35416,16.89144
19.42314,18.45616,18.18092
19.52728,18.43756,17.98865
20.52526,18.0935,16.91649
19.93165,18.98315,18.68369
19.83613,18.84068,18.47199
19.84887,18.49732,18.05455
19.85374,18.50587,18.0402
19.50321,18.3064,17.65357
21.23497,18.43323,17.03126
21.18151,18.89464,18.16843
21.03909,18.4553,16.97798
21.06464,18.70176,17.29606
19.97268,18.973,18.54765
21.37402,18.90248,17.44691
20.31406,18.07623,17.01216
19.9652,18.98661,18.53995
20.82901,18.36891,17.22539
20.95448,18.29831,16.85075
20.81352,18.06328,16.59201
20.04276,18.42835,17.83856
20.16368,18.33931,17.50481
21.71231,18.99209,17.5344
20.25844,18.50686,17.7532
20.74926,18.2073,16.94156
19.31081,18.39078,18.07355
20.27489,18.54657,17.87321
20.21872,18.06311,17.05957
20.35743,18.07138,17.11916
20.96056,18.5445,17.57503
21.00928,18.68013,17.47373
20.96736,18.47378,17.06192
21.37623,18.9438,17.48889
19.92309,18.49445,17.83597
20.05079,18.70017,18.13501
18.90336,18.72791,18.71158
21.29378,18.69631,17.39478
21.37428,18.8562,17.46321
19.12953,18.02212,18.14553
21.36852,18.74629,17.37907
20.27007,18.41513,17.72704
19.69555,18.02953,17.37208
20.68416,18.15184,16.83681
21.12841,18.44793,17.20436
21.031,18.9028,17.95337
19.73587,18.08551,17.42497
19.66884,18.10852,17.50394
21.22014,18.72708,17.30198
21.61946,18.84489,17.68169
20.05297,18.67639,18.18677
21.20521,18.65776,17.39346
20.59648,18.12312,16.9008
21.27096,18.74433,17.47457
20.43357,18.90533,18.28085
20.72433,18.21799,16.74293
21.22263,18.37215,17.13468
21.98461,18.85308,17.33177
19.85179,18.9791,18.2987
20.86098,18.4439,17.18974
19.70713,18.68478,18.2766
19.51545,18.25849,17.79076
19.75328,18.6187,18.15364
21.20356,18.98933,17.61649
21.19351,18.70178,17.28731
21.49513,18.67871,17.23079
20.91052,18.81281,17.82165
20.10684,18.01319,17.21966
20.21102,18.39687,17.65862
20.07691,18.48946,17.8099
20.92263,18.61655,17.54468
19.55374,18.16885,17.60329
19.93964,18.31064,17.71067
19.87049,18.46634,17.85499
19.87593,18.25006,17.57876
21.27578,18.9794,17.97626
19.44814,18.02078,17.49801
21.84319,18.8526,17.44476
20.94602,18.35667,16.97329
19.55554,18.29342,17.73669
20.52197,18.18102,17.12184
20.24632,18.65458,18.01466
19.96338,18.28218,17.59649
21.43124,18.8215,17.41933
20.95076,18.33722,17.01273
21.23335,18.82219,17.74089
20.77494,18.6867,17.67957
19.7001,18.73347,18.56994
19.98252,18.43174,17.90931
21.19681,18.78607,17.74815
19.73299,18.80592,18.50275
20.6625,18.81526,18.02036
21.37924,18.47301,17.01424
19.714,18.75735,18.51401
21.55859,18.95869,17.51648
20.06451,18.23393,17.55683
20.78085,18.23333,17.15489
21.61315,18.91,17.53821
20.61813,18.02828,16.98827
20.22143,18.91229,18.30662
20.55119,18.41631,17.45028
19.77203,18.26159,17.68941
20.15178,18.47023,17.82154
19.03896,18.16599,17.86969
20.88046,18.27495,16.92581
20.98047,18.41704,17.19628
20.16264,18.02547,17.08874
21.4277,18.90422,17.63512
19.316,18.35877,17.9631
20.25175,18.0607,17.13079
20.53006,18.07405,16.61489
20.71262,18.10512,16.71075
19.7178,18.7734,18.48767
19.54451,18.58202,18.25385
20.71823,18.13035,16.78783
20.66736,18.89988,18.22834
20.59615,18.00314,16.57987
20.25916,18.94893,18.42477
20.19372,18.49148,17.98924
21.32682,18.81815,17.65489
20.64543,18.3938,17.48127
19.42832,18.57551,18.22175
20.69252,18.79704,18.03698
20.06216,18.60302,18.05046
20.12026,18.91194,18.40469
20.84188,18.37013,17.27728
19.74217,18.21164,17.61588
19.67675,18.38932,17.95968
20.91338,18.90791,18.01644
19.49668,18.5414,18.23049
20.73009,18.427,17.39585
20.15294,18.12649,17.18043
20.34005,18.72115,18.01878
20.77414,18.77721,18.00456
19.86922,18.45868,17.93605
19.8208,18.33862,17.82018
21.61972,18.69187,17.26861
21.1373,18.66578,17.30433
19.56759,18.31512,17.79316
19.93776,18.71946,18.27693
19.15792,18.16232,17.83711
21.45852,18.69103,17.27143
19.89615,18.12338,17.46525
19.88681,18.28385,17.67242
21.3061,18.91074,17.80129
18.78668,18.7178,18.62279
19.65178,18.7973,18.48005
19.63909,18.70212,18.44425
19.82733,18.08347,17.35355
19.72956,18.36362,17.86635
21.14429,18.70957,17.2557
20.93549,18.43015,17.05097
20.03108,18.67364,18.08768
20.52712,18.04743,16.9881
19.64912,18.63569,18.21841
21.36677,18.87359,17.38365
19.22455,18.35277,18.04072
19.73774,18.64956,18.30362
19.44089,18.49153,18.13657
20.69305,18.6146,17.79252
20.78701,18.12021,16.84281
21.09623,18.7995,17.83753
19.86438,18.33459,17.75211
21.01875,18.27353,16.95671
22.40876,18.91322,17.53518
21.10855,18.53939,17.21561
19.40869,18.59609,18.34322
21.44039,18.92001,17.499
20.28059,18.38364,17.58731
21.52265,18.88807,17.4398
21.55215,18.89785,17.35712
20.31847,18.60217,17.94341
19.726,18.38456,17.85813
22.0325,18.94169,17.39096
20.9251,18.15129,16.83232
21.30942,18.76152,17.33722
19.88019,18.4752,17.90265
21.04958,18.28461,16.89689
19.64049,18.73405,18.45405
19.73463,18.04376,17.319
20.9271,18.02102,16.63293
19.92276,18.72367,18.26431
20.33106,18.79964,18.18826
21.51362,18.8237,17.39131
20.49192,18.23221,17.32525
20.76858,18.98014,18.23396
19.178,18.0063,17.57235
19.8859,18.52744,17.97899
19.36621,18.50697,18.26209
19.85827,18.62793,18.25139
19.26224,18.36087,18.06093
20.7078,18.19411,17.03989
21.49661,18.88441,17.52547
20.7549,18.07208,16.66798
20.11025,18.50485,17.87733
20.96623,18.65202,17.17271
19.53481,18.02457,17.43984
20.62121,18.20139,17.09532
21.83276,18.84456,17.50744
20.86373,18.56883,17.14128
19.90988,18.9129,18.58658
19.81893,18.25669,17.60927
19.88033,18.88944,18.38925
20.61252,18.96376,18.34115
21.73429,18.9631,17.50536
20.29053,18.52852,17.88412
20.95284,18.15578,16.72208
20.86205,18.19427,16.93829
20.90063,18.78823,17.95312
21.02053,18.58864,17.28328
19.21936,18.02435,17.55794
20.87452,18.30115,16.86396
19.90418,18.93473,18.63078
19.44804,18.17584,17.69054
19.72809,18.37646,17.89505
21.4945,18.90676,17.51909
19.48476,18.66774,18.3626
19.38501,18.4421,18.04829
21.04811,18.35664,17.06237
20.77024,18.93134,18.12338
20.15034,18.7568,18.19263
19.44344,18.23683,17.83391
19.92363,18.43108,17.85231
21.27768,18.64381,17.24773
20.42339,18.15354,17.18796
20.81692,18.95318,18.16106
19.87918,18.03203,17.2296
20.00267,18.29813,17.60636
20.23978,18.9403,18.38824
20.59303,18.04695,16.88916
20.76539,18.07171,16.74645
20.0332,18.33077,17.65092
20.07784,18.64992,18.05997
20.07138,18.17916,17.38634
21.39845,18.73121,17.31987
19.43472,18.4318,17.89671
21.36859,18.7386,17.58257
21.51005,18.97822,17.5281
20.11742,18.86053,18.33527
19.03408,18.09104,17.8239
20.19371,18.03359,17.2112
20.6438,18.53893,17.66452
19.38395,18.20746,17.76207
21.51436,18.9945,17.63378
19.47005,18.54958,18.27431
19.40312,18.25991,17.87134
20.81425,18.10483,16.73658
20.40773,18.15312,17.19202
20.14989,18.77468,18.18472
20.44689,18.18204,17.13745
21.03764,18.98401,17.962
21.16782,18.61776,17.19056
21.31435,18.76003,17.34774
19.53866,18.18905,17.6339
19.72953,18.40849,17.87418
20.28517,18.12371,17.13007
21.24856,18.38407,16.90352
21.5037,18.72474,17.2933
21.15114,18.73673,17.55998
20.34746,18.64109,17.95636
20.56995,18.71922,17.89952
20.52576,18.83661,18.36462
21.81554,18.73577,17.05502
20.59511,18.05482,16.90746
20.6622,18.10254,16.7714
19.81072,18.22506,17.56681
20.39017,18.31118,17.46391
19.13696,18.07885,17.71155
19.91002,18.18915,17.55657
21.30862,18.70686,17.31649
19.67606,18.5848,18.12241
19.38861,18.25048,17.91697
19.56669,18.23234,17.68973
19.20897,18.1547,17.6343
20.88013,18.36496,17.01865
21.15407,18.85676,17.47781
20.72362,18.22014,17.11304
20.18023,18.91686,18.46599
19.91887,18.91386,18.47548
20.7345,18.52504,17.5003
19.40524,18.07595,17.62146
19.67575,18.67294,18.37664
19.58911,18.65389,18.39405
19.62251,18.22127,17.64568
20.95379,18.29371,16.87861
21.25076,18.6184,17.20847
20.96276,18.7071,17.20812
20.03969,18.01226,17.11199
20.14144,18.92031,18.38532
20.68447,18.31088,16.98624
20.51113,18.93248,18.25105
19.68842,18.15644,17.48606
20.76592,18.32867,16.96278
19.68981,18.72583,18.39509
20.0727,18.23255,17.37646
21.60165,18.79697,17.36201
21.21065,18.83701,17.8262
20.68758,18.26548,16.81177
19.69023,18.09676,17.46739
20.54379,18.61903,17.85935
19.51532,18.64379,18.25446
20.59527,18.97917,18.25095
18.60785,18.39827,18.40808
19.69377,18.04731,17.38802
19.47595,18.50982,18.10379
20.4559,18.42987,17.61707
19.57988,18.57549,18.27394
20.50882,18.6685,17.99195
20.08039,18.7065,18.17544
21.3798,18.96818,17.54605
20.62509,18.08946,16.62973
20.81732,18.18352,16.79912
19.68801,18.77557,18.37431
19.47559,18.17701,17.66089
20.79223,18.79646,17.95957
19.7971,18.57303,18.1273
20.47854,18.22939,17.315
19.10456,18.00588,17.63854
19.8464,18.15534,17.42563
21.0799,18.36696,17.10851
19.65758,18.32227,17.81554
21.43016,18.88636,17.48551
20.00215,18.40273,17.74909
20.79123,18.32413,17.04446
19.73721,18.21616,17.57265
20.63255,18.0157,16.57554
19.42019,18.48771,18.18591
19.48809,18.74745,18.63597
21.40179,18.87995,17.41232
19.36825,18.54378,18.17065
21.4766,18.88499,17.46999
20.39385,18.82374,18.12962
19.03273,18.65855,18.47887
19.10666,18.06805,17.67049
20.53647,18.84832,18.19908
19.45135,18.41968,17.97658
21.38282,18.97379,17.56941
19.92513,18.29224,17.03564
21.35619,18.73035,17.34354
21.5677,18.78867,17.39121
20.32085,18.56409,17.8093
20.90771,18.75374,17.75125
19.50134,18.54404,18.3043
19.48645,18.2958,18.42658
20.62504,18.42414,16.90838
20.02488,18.46065,17.82039
19.54076,18.51937,18.1967
19.87357,18.72297,18.23047
19.53823,18.54419,18.12933
19.81571,18.45506,17.94776
19.71118,18.77205,18.48367
20.9786,18.64545,17.22765
21.34566,18.78772,17.44815
19.86107,18.61625,18.17968
20.75801,18.04913,16.79441
21.2428,18.51417,17.083
19.60386,18.62025,18.324
21.65615,18.99078,17.97739
21.6562,18.97559,17.6245
21.19941,18.48203,17.05781
20.15078,18.38869,17.71604
21.50041,18.97087,17.50279
19.26931,18.01354,17.52874
19.5765,18.21418,17.66233
19.64821,18.25639,17.75243
21.43911,18.96589,17.89339
20.07946,18.74654,18.20621
19.62983,18.23745,17.76003
20.26504,18.68626,18.02667
20.41422,18.32369,17.3432
21.24615,18.91842,17.68373
21.15814,18.32816,16.88656
19.72386,18.05335,17.37636
21.14254,18.78252,17.69156
20.95097,18.84054,17.43892
21.15571,18.69782,17.32195
20.65816,18.62379,17.8419
21.27705,18.9257,17.50143
21.04619,18.799,17.82892
21.31033,18.74871,17.34198
20.22154,18.50903,17.78319
22.12139,18.97136,17.55979
20.22139,18.91273,18.33168
16.08639,18.35135,14.12941
20.70295,18.87771,18.1726
21.14391,18.98444,18.06805
21.43433,18.77333,17.50127
20.89659,18.65618,17.21497
19.3815,18.42295,18.11518
20.13094,18.55491,17.8763
20.57642,18.76048,18.01355
21.57517,18.95747,17.52907
19.64887,18.51327,17.9798
20.06767,18.04779,17.312
21.27633,18.91359,17.93058
21.5398,18.70788,17.26599
18.74548,18.50815,18.45099
18.69503,18.46434,18.6486
21.37476,18.83396,17.30352
20.74411,18.43258,17.44415
19.92044,18.07614,17.26546
21.30261,18.5513,17.12297
20.66621,18.90803,18.10448
20.99432,18.96678,18.02247
19.77865,18.50323,17.92009
21.13,18.64311,17.53294
20.90845,18.6065,17.56392
19.72739,18.40619,17.92399
19.97879,18.6272,18.07297
21.36131,18.78082,17.30403
20.18035,18.55112,17.85225
20.50214,18.78622,18.07621
21.15167,18.51843,17.09312
20.06795,18.1385,17.41449
19.55086,18.44094,18.05521
21.14576,18.59889,17.2597
21.27946,18.5469,17.15525
21.6718,18.96689,17.59376
20.67066,18.36217,17.27338
21.21899,18.4966,17.0706
20.81835,18.69212,17.8426
21.15709,18.3326,17.1331
20.40624,18.39309,17.57765
21.20572,18.44547,17.08612
19.21097,18.32213,18.01749
19.6295,18.31016,17.71943
21.08161,18.35431,17.04548
19.76031,18.43488,17.91538
21.45303,18.61932,17.14408
20.78549,18.75761,17.94797
19.77377,18.59435,18.30103
19.79687,18.3715,17.82999
20.20152,18.4705,17.76739
18.94931,18.80472,18.60289
20.10943,18.68819,18.11551
19.63512,18.59623,18.24628
21.11648,18.71871,17.50525
20.63625,18.10454,16.82697
21.31862,18.71341,17.29223
20.96999,18.78026,17.61959
20.83155,18.08781,16.66648
20.5078,18.72678,18.015
19.75731,18.36364,17.81959
19.61626,18.54414,18.13183
21.17205,18.60575,17.31707
19.23317,18.01553,17.54455
19.51648,18.71129,18.36885
20.80372,18.02299,16.58309
21.48739,18.6052,17.12098
21.25762,18.63651,17.24368
20.93876,18.51733,17.6189
21.07308,18.73347,17.5535
19.81611,18.51713,18.00509
20.11586,18.11751,17.22734
20.87209,18.26207,16.96555
19.38955,18.36668,18.01634
20.5616,18.09581,16.67486
20.90706,18.50093,17.21737
19.55992,18.69289,18.37513
19.61664,18.22202,17.70255
19.10269,18.15186,17.85631
21.32939,18.72931,17.51057
21.28634,18.79414,17.36114
20.83683,18.83646,17.97415
20.72869,18.77888,17.96698
19.31366,18.29451,17.94386
20.25786,18.58246,17.77599
18.99614,18.73569,18.79098
20.12815,18.86352,18.37262
21.3286,18.8442,17.81783
19.64691,18.56233,18.09663
19.45429,18.99196,18.85122
19.87815,18.87365,18.50589
21.96132,18.71337,17.30582
20.3016,18.36253,17.57909
19.79529,18.37055,17.79278
20.84693,18.81064,18.0462
19.99711,18.65709,18.02463
19.14769,18.12155,17.74474
19.87183,18.34041,17.78497
19.30279,18.1579,17.65302
20.80372,18.64905,17.60893
21.43376,18.91746,17.6668
20.72218,18.31288,17.30487
19.63205,18.15328,17.63215
21.37098,18.69835,17.14978
19.74787,18.8278,18.51045
21.33416,18.73904,17.45153
20.75161,18.2252,17.08266
20.59029,18.61824,17.888
20.48663,18.08692,16.97744
19.92652,18.23547,17.64245
20.36173,18.10986,17.22379
19.90094,18.94524,18.56068
20.33123,18.67181,18.22814
19.78682,18.40933,17.88215
20.9486,18.7652,17.86983
19.87696,18.6479,18.21187
21.3396,18.99628,17.87972
21.33451,18.76815,17.34007
19.63138,18.55647,18.1167
19.60719,18.73134,18.39578
20.31599,18.23531,16.82701
19.79347,18.23706,17.59764
21.33797,18.87078,17.4399
20.32763,18.5882,17.9172
19.75902,18.15859,17.47054
19.83405,18.25218,17.6226
20.62279,18.89226,18.19231
21.58764,18.73289,17.33549
19.04508,18.02394,17.6595
20.53573,18.1709,17.12338
20.67964,18.26434,16.89592
19.09747,18.14723,17.85817
19.82172,18.65485,18.14594
20.95099,18.34556,17.17941
19.68367,18.06127,17.43878
19.63584,18.48389,18.06743
21.47512,18.65937,17.24238
20.97923,18.50543,17.29922
20.90759,18.41853,17.09932
21.35052,18.45228,16.98921
