#Table1
ra,dec,z
171.51763,-8.497319,0.001062822
127.27509,12.694388,0.001062824
135.90478,19.955504,0.001062863
163.42179,13.687828,0.001062905
327.09323,0.482907,0.001062951
161.77254,0.12527734,0.00106304
142.30701,1.6170561,0.00106305
138.56842,0.69634997,0.001063141
155.43631,9.7474787,0.001063193
233.4634,19.237034,0.001063241
144.7596,17.959987,0.001063369
174.53758,-0.314751,0.001063437
221.02644,0.364548,0.001063495
226.25562,34.454158,0.001063506
140.21545,8.2932361,0.001063519
187.21949,7.9663561,0.001063602
138.91033,4.8313208,0.001063652
186.45361,33.546871,0.001063667
168.61741,9.332597,0.001063671
146.68852,4.8801805,0.001063676
173.87658,3.3229989,0.001063676
38.417486,-8.821295,0.001063689
243.20874,0.39770688,0.001063737
167.43136,-16.017629,0.001063758
136.60495,14.433058,0.00106376
121.09159,28.929172,0.001063787
118.8305,36.903173,0.001063807
113.90343,21.212383,0.001063885
176.71295,6.9737024,0.001064037
336.73295,30.931508,0.00106425
56.39399,0.14925206,0.001064259
120.13287,9.664562,0.001064282
178.37877,3.6244322,0.001064283
132.363,9.766078,0.001064295
187.11119,-1.0344668,0.001064303
173.36378,0.384909,0.001064352
118.87302,23.505607,0.001064388
174.93599,0.085131,0.001064535
178.80641,12.29808,0.001064722
127.25178,22.885194,0.001064768
197.70852,14.58902,0.001064824
147.03321,4.4566635,0.001064896
146.46161,6.6656616,0.001064954
56.178803,-6.576747,0.001064986
166.65337,2.9065211,0.001065003
179.4884,11.842003,0.001065264
121.63748,1.6918797,0.001065546
186.6605,27.558113,0.001065585
170.43516,-13.07693,0.001065644
126.73547,18.104461,0.001065738
151.72431,35.595303,0.001065822
141.29284,6.681842,0.001065826
127.63766,23.798705,0.001065878
175.90714,13.329578,0.001065906
166.55856,-15.364264,0.001066019
127.11768,8.7280064,0.001066023
166.49771,0.90825194,0.001066036
122.39061,6.4399479,0.00106604
150.13274,-2.5138965,0.001066044
170.08915,18.945875,0.001066045
160.57817,24.762405,0.001066141
142.52798,9.1997479,0.001066213
160.09603,20.620278,0.001066226
168.22689,1.6870655,0.00106624
188.47556,-2.8061961,0.001066266
198.81051,5.5864491,0.001066373
143.78604,37.731178,0.001066454
170.03544,-0.38563531,0.001066526
198.25698,46.602533,0.001066632
197.61265,7.1422898,0.001066781
188.43575,0.60660769,0.001066802
151.20709,15.61908,0.001066978
150.95558,1.1818481,0.001067013
1.76877739999998,34.818961,0.001067082
142.90644,7.423357,0.001067152
179.85316,19.780902,0.001067199
170.27776,9.6813736,0.001067232
163.43726,3.5290885,0.001067271
114.63368,42.559812,0.00106733
153.27345,18.651899,0.001067337
133.32309,10.485396,0.001067366
171.76187,19.153552,0.001067405
148.32874,36.391469,0.001067426
172.19577,0.053033609,0.001067429
317.99886,0.33710472,0.001067498
181.27524,8.1748188,0.001067503
172.85443,19.512068,0.001067523
118.74676,9.678759,0.001067571
157.2736,10.026504,0.001067641
186.7437,1.1140298,0.001067752
168.27488,-16.846066,0.001067757
155.81211,16.906435,0.001067802
184.83555,-1.4188955,0.001067885
124.4153,43.736349,0.001067901
207.13661,-2.1238504,0.001068007
143.18974,27.968647,0.001068106
156.10527,7.545055,0.001068127
140.70155,1.526708,0.001068166
155.17293,0.75605648,0.001068176
183.25031,-0.49591848,0.001068218
140.89715,12.209585,0.001068258
205.87468,-2.7824752,0.001068396
184.64039,-2.2253076,0.001068652
180.26841,1.184192,0.001068786
149.3469,-2.4362935,0.001068803
165.10131,5.1095265,0.001068863
170.58303,39.223414,0.001068888
98.349136,26.245955,0.001068927
139.82147,0.66594919,0.001068935
167.61707,0.68840656,0.001068965
186.89847,-3.0023838,0.001068988
147.52455,4.0170101,0.001069053
141.1889,23.66464,0.001069171
149.70674,44.731763,0.001069175
171.55206,28.121645,0.001069299
124.06868,30.638734,0.001069358
207.42197,3.7014427,0.001069377
142.29209,6.960036,0.00106951
129.3157,6.6342886,0.001069514
177.52738,36.005068,0.001069577
118.60951,17.058445,0.001069608
129.80098,14.86121,0.001069623
181.42739,3.0111201,0.001069725
142.51427,5.8043297,0.001069815
180.0627,5.5523543,0.001069837
129.19471,-4.285035,0.00106987
154.82134,15.731061,0.001070029
170.43964,-11.401954,0.001070034
153.06637,6.5801241,0.001070047
325.63417,-1.7347028,0.001070081
152.72457,-0.70503555,0.001070089
156.79625,17.458027,0.001070195
140.47131,-1.467005,0.001070202
153.53019,-0.94601308,0.00107021
142.59833,1.1150044,0.001070278
12.40089,2.7465117,0.001070355
154.6206,4.0338409,0.001070359
140.91549,14.977857,0.00107038
157.33368,10.059361,0.001070597
118.43961,18.814675,0.001070631
161.56623,29.354925,0.001070634
122.54695,-8.50154,0.001070719
215.89215,3.0440275,0.001070743
11.502251,28.991946,0.00107075
189.20908,1.3329486,0.001070876
188.50457,1.0878848,0.001070888
153.93819,-2.701919,0.001070964
215.00016,56.787786,0.001070979
190.00799,-2.3424906,0.001071045
159.69303,2.3918641,0.00107107
144.11527,18.83426,0.00107111
180.11395,19.034384,0.001071248
189.22009,-0.32130394,0.001071512
134.77065,4.2845645,0.001071559
129.00129,29.768697,0.001071728
141.18267,7.392651,0.001071729
177.80421,24.789987,0.001071773
209.4633,-8.942081,0.001071995
128.29239,-4.374936,0.001071997
133.71478,11.123824,0.00107208
194.30877,15.746846,0.001072087
181.327,10.303631,0.001072161
172.29255,55.51826,0.001072173
145.1831,26.09042,0.00107218
122.57257,26.377312,0.001072247
120.85752,7.72884,0.001072287
120.15644,6.63095,0.001072376
177.82539,15.054952,0.001072407
163.36305,4.0066447,0.001072436
358.81917,14.526726,0.001072528
135.31338,1.7777533,0.001072532
160.92604,10.030607,0.001072616
190.94041,-8.285626,0.001072688
127.63036,22.290298,0.001072763
140.96767,21.334101,0.001072773
197.76467,-0.58002936,0.001072792
125.38873,-0.21791,0.001072822
160.975,14.88231,0.001072839
172.31499,44.32299,0.001072908
163.26332,31.116926,0.001073098
124.13528,-0.297793,0.001073167
133.48528,33.736269,0.001073214
190.40719,0.38904417,0.001073228
154.77619,0.16181828,0.001073236
114.11675,19.9429,0.001073261
344.18031,18.439361,0.001073269
152.33741,-2.5791018,0.001073324
142.71877,13.545336,0.001073331
135.47083,2.4807774,0.001073383
126.59197,21.888853,0.001073405
198.8566,42.042847,0.00107346
129.3347,25.678334,0.00107348
151.94633,1.7301742,0.001073578
141.6555,0.81988192,0.001073669
143.44171,16.073396,0.001073792
154.66122,35.996819,0.001073907
118.13221,24.190597,0.001073941
150.34443,-2.8880737,0.001074432
167.91705,-15.033662,0.001074433
164.38167,32.243156,0.001074455
188.0516,3.8534881,0.001074485
158.85774,7.4380948,0.001074495
130.10527,0.99910236,0.001074515
156.87346,2.3584454,0.001074527
142.90186,14.709451,0.001074528
123.32227,25.127908,0.001074605
146.73167,-1.1463339,0.001074609
131.90515,23.670083,0.001074652
158.9265,11.591023,0.001074666
156.44375,7.8360454,0.001074684
23.889372,25.147888,0.001074699
143.21245,43.046089,0.001074729
180.00872,1.046723,0.001074769
130.79884,3.8493468,0.001074832
233.53162,12.715113,0.001074876
133.41261,32.413978,0.001074886
111.94513,15.492285,0.001074909
171.95822,18.359466,0.001074911
173.1059,0.133215,0.00107496
150.79032,14.122385,0.001075065
193.46806,-2.9124137,0.001075152
117.41281,14.337653,0.001075177
155.64068,17.763291,0.001075246
37.296619,0.57994079,0.001075284
157.50033,14.997616,0.001075306
169.77294,29.825894,0.001075369
171.08917,-7.703647,0.001075378
167.45201,-16.686981,0.001075399
139.71365,-2.3701239,0.001075427
199.65194,-0.63726627,0.001075432
171.11011,0.93945135,0.001075477
148.56738,-0.18461325,0.001075505
195.90097,8.7641497,0.001075562
216.85796,14.818002,0.001075622
123.86314,0.284777,0.001075724
162.67012,-0.874412,0.001075843
179.37449,-2.1177824,0.001075872
161.08985,-3.0157282,0.001075873
132.06193,6.124311,0.001075893
24.421033,-9.118637,0.001075895
153.11711,3.6752441,0.001075904
174.15896,-0.616075,0.001075957
48.069602,-0.431948,0.001076073
122.27819,-6.689978,0.001076137
180.44733,18.159141,0.001076213
150.76114,17.976662,0.001076217
159.53924,-1.5818056,0.001076275
56.545515,-7.250562,0.001076359
163.81017,-1.2242181,0.001076507
179.48589,4.298773,0.001076566
180.42609,2.6525255,0.001076694
142.5378,0.77902365,0.001076737
149.56349,59.709508,0.001076765
61.503779,-5.9953936,0.001076846
149.50386,2.0185308,0.001076848
127.95422,15.412654,0.001076856
198.69451,25.847409,0.001077053
141.9725,14.18404,0.001077124
149.40586,0.58000837,0.001077235
145.75047,-0.3220658,0.001077311
137.85204,30.596674,0.001077374
139.12192,17.488313,0.001077485
176.28162,-1.0624168,0.001077497
124.24936,28.44776,0.0010775
142.13893,10.280589,0.001077536
14.129347,34.586995,0.001077663
336.64565,0.65151896,0.001077714
168.93439,-11.516385,0.001077773
140.82902,0.38964763,0.001077779
22.979114,-9.516739,0.001077837
191.24253,0.068501172,0.001077842
131.7256,5.949793,0.001077974
171.33403,9.8742428,0.001078014
179.38341,6.9505115,0.001078075
152.6921,19.890603,0.001078082
125.84578,15.329802,0.001078131
117.37574,27.804703,0.001078166
145.02493,0.77385637,0.001078201
147.87746,9.7631158,0.001078222
178.02982,51.023964,0.001078519
162.38715,22.420196,0.001078532
167.67292,13.398425,0.001078536
145.13897,7.8992729,0.001078551
128.54856,-3.834897,0.001078702
171.12726,4.2565558,0.001078794
157.44708,8.486188,0.001078804
170.99212,0.91445103,0.001078805
132.71921,3.4246956,0.001078816
154.55192,7.6652532,0.001078991
132.94679,5.0718455,0.001079112
206.02523,35.739471,0.001079167
191.60491,7.4360931,0.001079236
199.27028,37.952458,0.001079281
131.46852,14.994538,0.001079323
192.13402,-2.451773,0.001079372
152.51291,26.277406,0.001079408
16.682474,29.697421,0.001079454
174.38474,26.127201,0.00107949
128.37298,13.795352,0.001079533
175.63215,15.645887,0.001079545
188.31865,-1.27082,0.001079689
139.54642,-2.754329,0.001079731
117.69932,44.715862,0.00107984
132.93399,5.291508,0.001079995
146.51459,9.3028284,0.001080002
130.58353,4.2302205,0.001080183
158.31568,12.642568,0.001080255
121.33199,9.0933632,0.00108033
193.1561,14.439201,0.001080377
164.1847,13.963142,0.001080408
158.91593,-2.1916753,0.001080436
155.10737,-1.3552959,0.001080441
132.65832,-1.4066183,0.001080507
74.646429,-5.0219543,0.001080573
190.6688,-1.498115,0.001080589
72.109619,-5.214901,0.001080617
188.87014,2.1414858,0.001080622
146.34701,13.879302,0.001080737
145.01573,8.5623065,0.001080806
138.86333,30.337632,0.001080899
136.45675,26.628981,0.001080983
137.70733,2.4102442,0.001080988
140.66089,22.296876,0.001080991
158.49949,4.4703426,0.001081035
151.53815,17.872601,0.001081066
158.51142,-1.1436037,0.001081159
54.288245,-7.083005,0.001081229
138.56847,4.404294,0.001081362
151.3646,27.558431,0.001081509
184.91515,-0.93794363,0.001081588
137.32124,0.42058002,0.00108177
123.47405,28.37123,0.001081828
189.76329,0.153025,0.001081874
129.19781,-3.902727,0.00108199
134.78488,2.563697,0.00108227
182.55234,20.855278,0.001082293
130.54266,31.254516,0.001082301
125.24638,22.364731,0.001082346
172.98709,-0.447447,0.001082553
152.08812,3.3655658,0.001082575
135.11861,2.580883,0.001082673
164.27334,29.691277,0.001082692
142.55843,-1.2158731,0.001082934
191.49634,-1.1061366,0.001082937
142.57479,37.580589,0.001082986
171.20332,-1.7860123,0.001083031
162.14027,-2.1261999,0.001083074
173.45145,0.107663,0.001083122
126.51648,17.809328,0.001083124
155.93644,9.155443,0.001083173
126.5624,31.666367,0.001083174
178.62029,5.2628694,0.001083205
158.26017,41.523169,0.001083295
166.90337,-15.456412,0.001083324
161.30054,-2.7262068,0.001083403
133.99938,4.145478,0.001083423
122.14904,21.273263,0.001083507
1.6688757,26.911499,0.001083567
129.1647,13.006176,0.001083616
141.98214,10.795522,0.001083642
156.03813,15.36414,0.001083671
176.91854,3.5383597,0.001083677
111.96841,15.890491,0.001083925
181.66909,-0.27187961,0.001083939
142.73057,40.693061,0.001083959
179.15633,-0.70643147,0.00108396
121.21339,7.930043,0.001083964
134.78803,2.1027726,0.001084028
129.12331,1.0728558,0.001084031
157.38971,0.28681107,0.001084038
169.92868,-12.233549,0.001084173
136.88562,3.7517592,0.001084192
154.07404,13.603347,0.001084268
163.90188,34.940076,0.001084281
119.56179,12.422335,0.001084286
118.77982,22.454975,0.001084381
153.76231,-0.70027476,0.001084471
141.23755,10.000098,0.001084526
155.78991,-1.1819171,0.001084567
138.30749,4.5532702,0.001084754
143.46451,6.4081014,0.001084915
167.10265,-17.635083,0.001084982
192.03573,0.86703391,0.001085005
130.71218,4.5519904,0.001085106
132.63814,21.541823,0.00108513
144.99045,26.990741,0.001085178
197.91086,0.92275702,0.00108526
169.0156,-12.75773,0.001085315
134.55386,16.910909,0.001085341
192.11602,-1.2735413,0.001085359
128.84896,5.6453297,0.001085441
130.07993,-0.41201776,0.001085461
187.87402,4.3183713,0.001085474
161.75363,3.7097097,0.001085717
323.58079,-6.5732819,0.00108576
155.58403,18.50766,0.001085805
184.80448,47.292958,0.001085806
136.35408,34.855866,0.001085808
139.22255,17.818688,0.001086081
150.81747,10.351596,0.001086095
153.44518,27.620998,0.001086158
218.0749,15.920093,0.00108629
136.4724,16.8722,0.001086392
175.13895,-0.89852186,0.001086429
172.62022,-1.2594513,0.001086503
7.71968199999998,25.618858,0.001086509
134.29615,1.5957032,0.00108659
198.77091,41.998228,0.001086599
145.31836,-0.41958644,0.001086944
121.49072,46.14581,0.001086973
163.11559,4.5148625,0.001087028
157.64042,0.96362969,0.001087041
156.01764,-2.44158,0.001087048
164.12793,3.249403,0.001087066
155.39268,-0.13360812,0.001087172
162.21352,-1.08661,0.001087175
187.01826,3.7243867,0.001087472
155.48186,8.6140229,0.0010875
115.1127,30.560921,0.001087508
163.29783,0.037072,0.001087519
117.15085,19.073749,0.001087736
141.03545,0.35844375,0.001087744
328.02856,21.357991,0.001087748
185.55907,7.7191283,0.001087782
159.63377,-0.9424652,0.001088004
170.40222,-12.528532,0.001088007
153.93622,11.898588,0.001088042
210.96136,54.45588,0.001088133
54.572196,-7.495387,0.001088277
192.15775,-8.140995,0.001088318
159.0506,24.945588,0.001088418
198.80047,42.039207,0.001088504
126.4188,24.789323,0.001088509
171.59487,17.604525,0.00108869
203.26105,0.077176117,0.001088749
184.33825,45.658102,0.001088768
185.60426,-0.850289,0.001088789
71.333747,-5.616972,0.001089102
160.48477,48.275158,0.001089119
71.717732,-6.612677,0.001089163
174.3158,-0.65813199,0.001089191
130.25184,27.679878,0.001089343
139.97643,23.984012,0.001089384
127.09831,0.87251696,0.001089464
164.35595,1.0317123,0.001089472
140.61924,21.210927,0.001089475
185.198,-0.650517,0.001089475
184.73855,28.553005,0.001089494
118.10596,17.687064,0.001089497
165.57812,19.547453,0.001089588
155.81469,8.864655,0.001089756
128.89547,15.074127,0.001089767
154.01123,8.2557514,0.001089777
154.77964,4.0722716,0.001089838
237.74366,1.1195039,0.00109002
171.62334,-2.3473903,0.001090039
132.76199,0.34893589,0.001090078
188.53977,-0.677021,0.001090099
126.8171,23.474335,0.001090163
160.79313,-1.416056,0.001090288
229.09624,0.52744511,0.001090317
169.3195,-11.418781,0.001090448
167.05301,1.7811968,0.001090462
120.67184,5.982036,0.001090638
127.93661,27.431438,0.001090666
140.11508,31.412434,0.001090703
136.45975,-0.7556035,0.001090738
179.52969,2.959636,0.001090885
163.13151,-1.7137209,0.001091018
143.53966,8.9206907,0.001091026
253.11234,28.864149,0.001091028
188.07173,-0.601854,0.001091041
146.04006,1.0469845,0.00109106
214.53782,47.312459,0.001091169
163.32739,0.51054978,0.001091231
185.37781,12.654212,0.001091426
170.00243,10.173239,0.001091517
133.84649,1.957391,0.001091577
208.59316,42.819531,0.001091644
59.408525,-5.1031661,0.00109176
179.63991,0.029419,0.001091852
152.15291,19.451294,0.001091887
196.16795,11.937785,0.001091973
150.36639,31.935335,0.001091977
174.64068,39.807981,0.001092056
159.00552,12.692008,0.001092062
159.19328,19.121498,0.001092175
186.45201,33.570641,0.001092219
18.462867,32.921961,0.001092307
137.15836,35.195639,0.001092319
127.75521,23.703545,0.001092407
203.13388,2.0290898,0.001092418
21.025594,21.304394,0.001092428
157.08161,12.683735,0.001092745
118.8404,39.313496,0.001092819
198.59036,-0.779798,0.001092855
145.80442,8.1628737,0.001092977
168.28312,-16.212212,0.001092984
145.35242,-2.4702545,0.001093012
117.28028,18.401878,0.001093036
155.99732,7.7525076,0.001093066
139.6788,14.622846,0.001093226
151.02481,-1.007245,0.001093279
170.15556,-12.890425,0.001093342
126.09588,16.130152,0.001093364
168.38753,-15.596343,0.001093367
130.00787,23.741163,0.001093514
134.64755,4.320754,0.001093788
167.48913,-14.894394,0.001093845
190.34969,-8.623742,0.001093942
186.09019,-1.1771361,0.001093992
149.98662,2.3855984,0.001094001
152.49951,2.8144302,0.001094008
198.1369,-2.0781999,0.001094008
279.52576,40.774946,0.001094074
135.50308,23.357012,0.001094119
134.96646,13.26515,0.00109412
145.48193,7.6732087,0.001094179
174.55493,7.9182288,0.001094243
142.95207,10.217258,0.001094343
188.44744,-0.456092,0.001094349
162.80248,-0.82816643,0.001094542
135.04731,-0.60179096,0.001094555
146.70355,10.904909,0.001094635
181.68321,16.637669,0.001094743
156.89894,0.76348482,0.001094874
149.9261,0.60487695,0.001094956
9.33826670000002,28.9191,0.001094966
156.90164,14.346486,0.001095017
122.96055,10.580377,0.001095153
181.8193,8.7286941,0.001095194
160.79007,15.664027,0.001095196
152.36011,2.5299797,0.001095297
126.55463,23.437591,0.001095365
133.33157,-0.53027899,0.001095395
144.2003,-2.4659471,0.001095486
168.65594,-12.167407,0.001095513
126.48521,8.3745557,0.001095534
176.17651,4.6116398,0.001095569
184.59017,3.9062177,0.001095633
245.65056,30.081796,0.001095721
163.87303,8.8854972,0.00109574
162.52223,-1.2056417,0.001095751
154.90331,7.511284,0.001095773
191.60338,-1.324288,0.001095779
241.15271,17.556963,0.001095859
187.99031,5.216053,0.001095912
179.16482,16.153054,0.001096003
158.64965,-1.1984829,0.001096068
175.66058,6.313437,0.001096073
186.95592,4.2252008,0.001096217
142.14693,14.043641,0.00109628
161.19947,29.361042,0.001096302
190.56458,-9.002105,0.00109636
211.43634,52.305188,0.001096427
201.5761,9.0535527,0.001096537
191.13564,14.17617,0.001096622
164.16096,-0.6763797,0.001096671
176.41168,18.538585,0.001096817
117.46735,18.715521,0.001096861
141.22709,7.513102,0.001096917
185.39886,-1.2550247,0.001097136
111.77094,15.32894,0.001097183
132.48846,10.539927,0.001097193
178.33892,42.919885,0.001097242
136.53235,7.853792,0.001097309
198.91139,23.173254,0.001097335
145.19261,39.607948,0.001097381
169.61285,-12.737917,0.001097404
147.88277,-1.0328793,0.001097485
176.21254,10.764623,0.001097485
191.38554,35.303431,0.001097507
137.56298,4.1985854,0.001097558
183.31361,-3.1980901,0.00109766
169.40185,7.1362424,0.001097662
166.17704,-2.2045851,0.001097678
113.67068,24.899343,0.001097824
193.52739,0.074841323,0.001097996
228.63528,57.510826,0.001098096
10.733138,30.003812,0.001098132
142.60546,6.504038,0.00109835
184.65829,5.8755045,0.001098504
181.90883,12.728003,0.001098609
168.95143,6.0864027,0.001098619
141.04673,17.614016,0.001098801
178.26364,21.507836,0.001098986
25.78816,-3.734287,0.001099114
112.46562,25.177034,0.00109921
165.9234,6.6441509,0.001099249
158.56456,-2.0998269,0.001099349
139.70345,15.364021,0.001099376
185.3523,3.8482164,0.001099576
177.57246,-2.7574856,0.001099611
139.25351,28.486049,0.001099791
211.12624,54.457429,0.001099842
142.69108,10.635224,0.001099964
149.08492,69.700112,0.001099975
162.13422,18.112105,0.001100012
118.37932,8.2589,0.001100024
132.86788,24.230252,0.001100098
143.39776,8.9456613,0.001100191
143.76586,3.3660868,0.001100195
159.98451,-1.6322797,0.001100252
161.34081,0.375357,0.001100546
153.13611,-1.9287229,0.001100565
101.55213,27.348566,0.001100574
178.3002,-1.5046335,0.001100632
151.41943,26.198765,0.001100639
129.6309,21.152119,0.001100718
132.62184,18.40888,0.00110101
149.89857,13.886459,0.001101273
141.27502,8.7670414,0.001101285
162.15666,-0.817137,0.001101331
161.35615,5.4691708,0.001101513
203.01921,28.16017,0.001101542
123.61933,-0.451441,0.001101551
143.63415,14.740347,0.001101713
131.51118,5.925273,0.001101816
171.5769,-6.830649,0.001101822
132.50709,10.448305,0.001101844
121.60952,8.025009,0.001101876
172.3216,-7.695174,0.001101945
148.78913,2.409938,0.001101952
152.14957,1.9218624,0.001101997
117.2096,22.206108,0.001102026
130.71977,27.320346,0.001102042
140.89698,0.57510114,0.001102046
186.46499,33.546011,0.001102264
149.3781,10.012857,0.001102359
228.69648,33.952332,0.001102381
173.18808,-1.8385228,0.001102476
216.22937,50.032355,0.001102509
128.93742,28.233828,0.001102518
136.21633,29.631951,0.001102529
217.03833,5.5272088,0.00110258
169.20398,17.883265,0.001102626
117.77618,21.280779,0.001102641
155.85868,8.824374,0.001102665
162.73592,14.653422,0.001102963
160.90561,0.070266384,0.001103032
173.29256,30.826919,0.001103034
131.85375,6.033281,0.001103054
144.57974,31.165206,0.001103148
116.76928,18.074316,0.001103182
152.91852,42.261111,0.001103198
134.08038,3.312444,0.001103221
126.02278,12.83116,0.001103228
134.13947,2.430461,0.00110325
114.66605,17.463116,0.001103258
149.00115,17.584663,0.001103291
117.2245,18.793902,0.001103309
173.33295,8.5816215,0.001103365
349.62465,16.881955,0.001103544
152.42521,1.0549025,0.001103559
181.37196,0.73087,0.001103687
164.63041,17.900706,0.001103721
176.88289,6.0407467,0.001103727
150.1478,12.424825,0.001103787
148.82859,1.3293947,0.001103909
189.94744,-2.3736823,0.00110404
238.03154,9.5684722,0.001104047
170.36735,-11.583059,0.001104076
162.64178,7.2794445,0.001104132
40.689486,-1.1947929,0.001104233
186.09924,-1.085699,0.001104305
153.29232,-1.9552418,0.001104407
191.68784,-7.298884,0.001104456
128.62445,-3.34514,0.001104696
124.4159,6.157145,0.001104861
138.84481,21.300971,0.001105156
164.69847,4.3126225,0.0011052
156.46654,18.850122,0.001105238
161.18925,1.153837,0.001105521
173.17199,-7.528398,0.001105523
229.22183,-0.56975863,0.001105536
222.15633,0.960919,0.001105758
227.74056,42.828019,0.001105762
169.92648,-13.127303,0.001105818
177.8287,12.548874,0.00110609
166.64325,11.817879,0.001106243
173.6116,5.4349235,0.001106286
136.7077,27.259149,0.001106307
164.55802,-0.73816515,0.001106347
52.573894,5.043726,0.001106679
140.63483,34.511413,0.001106711
168.9406,7.2993595,0.001106788
329.4805,23.412742,0.001106837
137.07088,24.860335,0.001106886
143.55844,16.183257,0.001106887
62.418183,-5.4522884,0.001106896
189.23491,14.217348,0.001106993
195.83066,57.18937,0.001107095
213.79196,57.087591,0.001107181
150.49924,-0.860167,0.001107226
122.77832,5.9910321,0.001107231
211.6718,52.551528,0.001107244
140.64237,-1.5653189,0.001107257
154.16199,1.201891,0.001107258
194.01121,5.9331855,0.001107275
129.57903,12.718319,0.001107289
135.21754,2.833552,0.001107336
191.6618,13.361977,0.001107443
115.36373,32.439618,0.001107474
125.75613,20.401399,0.001107549
151.97156,2.3986123,0.001107644
135.88505,11.336747,0.001107692
20.905533,18.951692,0.001107857
153.31848,8.9445893,0.001107927
126.79716,23.253204,0.001107941
130.89658,1.3957407,0.001107994
141.90321,-0.39795334,0.001108133
345.89134,30.084883,0.001108236
165.79058,8.1131577,0.001108279
149.33004,1.3836224,0.001108366
157.91742,4.916512,0.001108375
105.72946,12.395289,0.001108462
133.16524,4.4679089,0.001108479
140.58015,29.932179,0.001108776
181.9906,0.29832394,0.001109001
159.45303,3.6631367,0.001109379
186.85208,13.716015,0.001109473
128.53334,13.674054,0.001109489
338.30276,32.48857,0.001109531
3.28931390000002,11.163619,0.001109531
156.32986,9.66991,0.001109533
116.38552,33.513651,0.001109559
192.8019,2.6015011,0.001109566
54.927574,-7.008592,0.001109776
150.93834,5.731255,0.001109829
121.83246,10.262567,0.001109859
160.15646,-2.8396384,0.001109888
113.17717,21.408585,0.00111015
135.80214,12.336077,0.001110156
142.46929,-1.6094059,0.001110357
119.07364,17.832676,0.001110387
185.79684,14.993831,0.001110391
170.64285,-12.82525,0.001110411
202.84961,22.963798,0.001110414
187.93277,16.646326,0.001110486
183.34854,8.882177,0.001110526
120.74928,9.6094813,0.001110561
171.58533,9.0293207,0.001110586
171.28684,-1.5803099,0.001110662
140.53874,-1.3566006,0.00111069
192.09467,-1.3319652,0.001110934
133.56098,2.0034627,0.001110965
117.84035,27.486174,0.001110976
173.10148,-0.244879,0.001111025
128.83752,-4.954581,0.001111151
188.9702,1.4117706,0.001111351
184.46188,-1.3969602,0.001111407
136.75897,38.40741,0.001111547
131.85329,51.071604,0.001111571
121.34478,-7.618028,0.001111611
243.74213,25.239864,0.001111642
133.15537,11.088418,0.001111643
152.5645,0.28452149,0.00111169
155.87998,7.609826,0.001111695
111.42876,39.467038,0.001111732
129.08234,24.647119,0.001111762
165.80806,2.535008,0.001111784
149.53747,0.26598147,0.001111788
128.01739,-0.54260363,0.001111867
16.813502,-1.4128677,0.001111958
222.88302,5.9990329,0.001112073
131.99778,0.71304516,0.001112232
147.01354,0.15538982,0.001112312
136.28264,6.564377,0.00111256
188.48875,13.293647,0.001112564
135.46725,0.74414245,0.001112651
133.5139,6.650231,0.001112902
143.49725,8.4312358,0.001112999
171.0602,9.7166481,0.001113113
151.43061,-1.7805462,0.001113143
133.82808,3.898975,0.001113217
144.05338,8.3550416,0.001113223
242.91276,49.572855,0.001113235
171.92608,-6.851412,0.001113302
162.8781,10.368288,0.001113456
150.72655,-2.7365603,0.001113469
186.38447,33.607337,0.001113484
128.06741,13.352889,0.001113496
128.22837,-3.986117,0.001113621
125.61171,45.044274,0.001113672
191.76978,-7.609239,0.001113786
216.42648,22.652563,0.001113807
158.14304,2.7326499,0.001113838
164.30307,4.6255564,0.001113926
113.21795,21.318807,0.001113944
356.91412,26.230943,0.001113984
243.03522,15.254229,0.001114046
169.98749,1.2323121,0.001114151
82.599438,1.154402,0.001114156
156.39647,18.070376,0.001114232
158.18613,0.3959777,0.001114316
168.60686,-11.783266,0.001114398
149.08213,-0.60319,0.001114429
194.51323,-2.2149482,0.001114498
214.13275,6.2528164,0.001114526
157.30487,26.983915,0.001114579
124.43603,16.822806,0.00111459
182.80051,40.341535,0.001114627
159.09844,-1.0948778,0.001114639
178.09381,10.960212,0.001114702
144.82681,40.596111,0.001114797
74.289513,-2.7109404,0.001114873
158.0115,27.49861,0.001114877
139.99816,23.36145,0.001114919
134.40406,17.826427,0.001114937
163.75055,4.1395249,0.001114951
128.61934,-4.287698,0.001115001
171.00208,9.3269014,0.001115022
163.83292,-1.4624392,0.001115143
121.10487,7.693708,0.001115206
165.53467,23.278268,0.001115211
161.39989,-0.34778515,0.001115212
315.88978,-7.8002926,0.001115233
146.70719,13.114767,0.00111551
153.70929,34.449669,0.001115814
122.37449,5.2535609,0.001115863
134.62623,2.747706,0.001115863
166.86189,2.2573838,0.001115866
152.07152,3.6542337,0.001116031
172.81614,0.93863204,0.001116449
178.32602,19.374567,0.001116487
148.82284,0.278277,0.001116531
145.95973,5.7897676,0.001116692
238.65105,41.665724,0.001116868
343.53931,-0.62235498,0.001116885
122.07477,13.998629,0.001116935
190.56733,38.494411,0.001116994
128.77962,11.788155,0.001117027
132.30388,11.759202,0.001117031
124.06291,9.9308848,0.001117293
171.93961,9.9179897,0.001117296
146.60827,10.583346,0.001117326
155.05228,-0.18576569,0.001117353
186.04785,52.230336,0.001117393
121.8953,39.310166,0.001117424
159.96187,26.39776,0.001117462
169.76988,-10.912348,0.001117463
